userId	geneSymbol	geneName	entrezgene	gLink
ADAM20	ADAM20	ADAM metallopeptidase domain 20	8748	https://www.ncbi.nlm.nih.gov/gene/?term=8748
ADAM9	ADAM9	ADAM metallopeptidase domain 9	8754	https://www.ncbi.nlm.nih.gov/gene/?term=8754
ALOX12	ALOX12	arachidonate 12-lipoxygenase, 12S type	239	https://www.ncbi.nlm.nih.gov/gene/?term=239
ANKRD26	ANKRD26	ankyrin repeat domain 26	22852	https://www.ncbi.nlm.nih.gov/gene/?term=22852
ARF1	ARF1	ADP ribosylation factor 1	375	https://www.ncbi.nlm.nih.gov/gene/?term=375
ATP8B3	ATP8B3	ATPase phospholipid transporting 8B3	148229	https://www.ncbi.nlm.nih.gov/gene/?term=148229
BECN2	BECN2	beclin 2	441925	https://www.ncbi.nlm.nih.gov/gene/?term=441925
BTN1A1	BTN1A1	butyrophilin subfamily 1 member A1	696	https://www.ncbi.nlm.nih.gov/gene/?term=696
BTN3A3	BTN3A3	butyrophilin subfamily 3 member A3	10384	https://www.ncbi.nlm.nih.gov/gene/?term=10384
CCDC88C	CCDC88C	coiled-coil domain containing 88C	440193	https://www.ncbi.nlm.nih.gov/gene/?term=440193
CCNYL1	CCNYL1	cyclin Y like 1	151195	https://www.ncbi.nlm.nih.gov/gene/?term=151195
CD46	CD46	CD46 molecule	4179	https://www.ncbi.nlm.nih.gov/gene/?term=4179
CEACAM21	CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21	90273	https://www.ncbi.nlm.nih.gov/gene/?term=90273
CHCHD4	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	131474	https://www.ncbi.nlm.nih.gov/gene/?term=131474
CLEC12B	CLEC12B	C-type lectin domain family 12 member B	387837	https://www.ncbi.nlm.nih.gov/gene/?term=387837
CREBBP	CREBBP	CREB binding protein	1387	https://www.ncbi.nlm.nih.gov/gene/?term=1387
CTSV	CTSV	cathepsin V	1515	https://www.ncbi.nlm.nih.gov/gene/?term=1515
CYP4V2	CYP4V2	cytochrome P450 family 4 subfamily V member 2	285440	https://www.ncbi.nlm.nih.gov/gene/?term=285440
DDX54	DDX54	DEAD-box helicase 54	79039	https://www.ncbi.nlm.nih.gov/gene/?term=79039
EEF1A1	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1915	https://www.ncbi.nlm.nih.gov/gene/?term=1915
EIF4A1	EIF4A1	eukaryotic translation initiation factor 4A1	1973	https://www.ncbi.nlm.nih.gov/gene/?term=1973
ERVW-1	ERVW-1	endogenous retrovirus group W member 1, envelope	30816	https://www.ncbi.nlm.nih.gov/gene/?term=30816
FABP3	FABP3	fatty acid binding protein 3	2170	https://www.ncbi.nlm.nih.gov/gene/?term=2170
FAM170A	FAM170A	family with sequence similarity 170 member A	340069	https://www.ncbi.nlm.nih.gov/gene/?term=340069
FBXO31	FBXO31	F-box protein 31	79791	https://www.ncbi.nlm.nih.gov/gene/?term=79791
GBP6	GBP6	guanylate binding protein family member 6	163351	https://www.ncbi.nlm.nih.gov/gene/?term=163351
GEMIN8	GEMIN8	gem nuclear organelle associated protein 8	54960	https://www.ncbi.nlm.nih.gov/gene/?term=54960
GIMAP7	GIMAP7	GTPase, IMAP family member 7	168537	https://www.ncbi.nlm.nih.gov/gene/?term=168537
GLT6D1	GLT6D1	glycosyltransferase 6 domain containing 1	360203	https://www.ncbi.nlm.nih.gov/gene/?term=360203
GLYAT	GLYAT	glycine-N-acyltransferase	10249	https://www.ncbi.nlm.nih.gov/gene/?term=10249
GSTA3	GSTA3	glutathione S-transferase alpha 3	2940	https://www.ncbi.nlm.nih.gov/gene/?term=2940
HLA-A	HLA-A	major histocompatibility complex, class I, A	3105	https://www.ncbi.nlm.nih.gov/gene/?term=3105
HMGB3	HMGB3	high mobility group box 3	3149	https://www.ncbi.nlm.nih.gov/gene/?term=3149
HSPD1	HSPD1	heat shock protein family D (Hsp60) member 1	3329	https://www.ncbi.nlm.nih.gov/gene/?term=3329
IFITM3	IFITM3	interferon induced transmembrane protein 3	10410	https://www.ncbi.nlm.nih.gov/gene/?term=10410
JDP2	JDP2	Jun dimerization protein 2	122953	https://www.ncbi.nlm.nih.gov/gene/?term=122953
KLF17	KLF17	Kruppel like factor 17	128209	https://www.ncbi.nlm.nih.gov/gene/?term=128209
KLK7	KLK7	kallikrein related peptidase 7	5650	https://www.ncbi.nlm.nih.gov/gene/?term=5650
KNG1	KNG1	kininogen 1	3827	https://www.ncbi.nlm.nih.gov/gene/?term=3827
KPNA2	KPNA2	karyopherin subunit alpha 2	3838	https://www.ncbi.nlm.nih.gov/gene/?term=3838
KRT31	KRT31	keratin 31	3881	https://www.ncbi.nlm.nih.gov/gene/?term=3881
LILRA6	LILRA6	leukocyte immunoglobulin like receptor A6	79168	https://www.ncbi.nlm.nih.gov/gene/?term=79168
MARK2	MARK2	microtubule affinity regulating kinase 2	2011	https://www.ncbi.nlm.nih.gov/gene/?term=2011
MED25	MED25	mediator complex subunit 25	81857	https://www.ncbi.nlm.nih.gov/gene/?term=81857
METTL21A	METTL21A	methyltransferase like 21A	151194	https://www.ncbi.nlm.nih.gov/gene/?term=151194
MRGPRX2	MRGPRX2	MAS related GPR family member X2	117194	https://www.ncbi.nlm.nih.gov/gene/?term=117194
MROH1	MROH1	maestro heat like repeat family member 1	727957	https://www.ncbi.nlm.nih.gov/gene/?term=727957
NCL	NCL	nucleolin	4691	https://www.ncbi.nlm.nih.gov/gene/?term=4691
NOM1	NOM1	nucleolar protein with MIF4G domain 1	64434	https://www.ncbi.nlm.nih.gov/gene/?term=64434
ODC1	ODC1	ornithine decarboxylase 1	4953	https://www.ncbi.nlm.nih.gov/gene/?term=4953
OR10AG1	OR10AG1	olfactory receptor family 10 subfamily AG member 1	282770	https://www.ncbi.nlm.nih.gov/gene/?term=282770
OR4F6	OR4F6	olfactory receptor family 4 subfamily F member 6	390648	https://www.ncbi.nlm.nih.gov/gene/?term=390648
OR51A7	OR51A7	olfactory receptor family 51 subfamily A member 7	119687	https://www.ncbi.nlm.nih.gov/gene/?term=119687
OR51G2	OR51G2	olfactory receptor family 51 subfamily G member 2	81282	https://www.ncbi.nlm.nih.gov/gene/?term=81282
OR51I2	OR51I2	olfactory receptor family 51 subfamily I member 2	390064	https://www.ncbi.nlm.nih.gov/gene/?term=390064
OR52A5	OR52A5	olfactory receptor family 52 subfamily A member 5	390054	https://www.ncbi.nlm.nih.gov/gene/?term=390054
OR52B2	OR52B2	olfactory receptor family 52 subfamily B member 2	255725	https://www.ncbi.nlm.nih.gov/gene/?term=255725
OR52B4	OR52B4	olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)	143496	https://www.ncbi.nlm.nih.gov/gene/?term=143496
OR52D1	OR52D1	olfactory receptor family 52 subfamily D member 1	390066	https://www.ncbi.nlm.nih.gov/gene/?term=390066
OR52H1	OR52H1	olfactory receptor family 52 subfamily H member 1	390067	https://www.ncbi.nlm.nih.gov/gene/?term=390067
OR52K1	OR52K1	olfactory receptor family 52 subfamily K member 1	390036	https://www.ncbi.nlm.nih.gov/gene/?term=390036
OR6C2	OR6C2	olfactory receptor family 6 subfamily C member 2	341416	https://www.ncbi.nlm.nih.gov/gene/?term=341416
OR7A10	OR7A10	olfactory receptor family 7 subfamily A member 10	390892	https://www.ncbi.nlm.nih.gov/gene/?term=390892
