userId	geneSymbol	geneName	entrezgene	gLink
A2M	A2M	alpha-2-macroglobulin	2	https://www.ncbi.nlm.nih.gov/gene/?term=2
ACCSL	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	390110	https://www.ncbi.nlm.nih.gov/gene/?term=390110
ACSM1	ACSM1	acyl-CoA synthetase medium chain family member 1	116285	https://www.ncbi.nlm.nih.gov/gene/?term=116285
ADAM20	ADAM20	ADAM metallopeptidase domain 20	8748	https://www.ncbi.nlm.nih.gov/gene/?term=8748
ADAM9	ADAM9	ADAM metallopeptidase domain 9	8754	https://www.ncbi.nlm.nih.gov/gene/?term=8754
ALOX12	ALOX12	arachidonate 12-lipoxygenase, 12S type	239	https://www.ncbi.nlm.nih.gov/gene/?term=239
ALOX15	ALOX15	arachidonate 15-lipoxygenase	246	https://www.ncbi.nlm.nih.gov/gene/?term=246
ANKRD26	ANKRD26	ankyrin repeat domain 26	22852	https://www.ncbi.nlm.nih.gov/gene/?term=22852
ANXA2R	ANXA2R	annexin A2 receptor	389289	https://www.ncbi.nlm.nih.gov/gene/?term=389289
AOX1	AOX1	aldehyde oxidase 1	316	https://www.ncbi.nlm.nih.gov/gene/?term=316
AP2B1	AP2B1	adaptor related protein complex 2 subunit beta 1	163	https://www.ncbi.nlm.nih.gov/gene/?term=163
ARF1	ARF1	ADP ribosylation factor 1	375	https://www.ncbi.nlm.nih.gov/gene/?term=375
ATP8B3	ATP8B3	ATPase phospholipid transporting 8B3	148229	https://www.ncbi.nlm.nih.gov/gene/?term=148229
BECN2	BECN2	beclin 2	441925	https://www.ncbi.nlm.nih.gov/gene/?term=441925
BTN1A1	BTN1A1	butyrophilin subfamily 1 member A1	696	https://www.ncbi.nlm.nih.gov/gene/?term=696
BTN3A3	BTN3A3	butyrophilin subfamily 3 member A3	10384	https://www.ncbi.nlm.nih.gov/gene/?term=10384
C2orf78	C2orf78	chromosome 2 open reading frame 78	388960	https://www.ncbi.nlm.nih.gov/gene/?term=388960
C3	C3	complement C3	718	https://www.ncbi.nlm.nih.gov/gene/?term=718
CCDC88C	CCDC88C	coiled-coil domain containing 88C	440193	https://www.ncbi.nlm.nih.gov/gene/?term=440193
CCNYL1	CCNYL1	cyclin Y like 1	151195	https://www.ncbi.nlm.nih.gov/gene/?term=151195
CD1A	CD1A	CD1a molecule	909	https://www.ncbi.nlm.nih.gov/gene/?term=909
CD46	CD46	CD46 molecule	4179	https://www.ncbi.nlm.nih.gov/gene/?term=4179
CDK2AP1	CDK2AP1	cyclin dependent kinase 2 associated protein 1	8099	https://www.ncbi.nlm.nih.gov/gene/?term=8099
CEACAM21	CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21	90273	https://www.ncbi.nlm.nih.gov/gene/?term=90273
CEL	CEL	carboxyl ester lipase	1056	https://www.ncbi.nlm.nih.gov/gene/?term=1056
CHCHD4	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	131474	https://www.ncbi.nlm.nih.gov/gene/?term=131474
CLEC12B	CLEC12B	C-type lectin domain family 12 member B	387837	https://www.ncbi.nlm.nih.gov/gene/?term=387837
CREBBP	CREBBP	CREB binding protein	1387	https://www.ncbi.nlm.nih.gov/gene/?term=1387
CSNK1A1	CSNK1A1	casein kinase 1 alpha 1	1452	https://www.ncbi.nlm.nih.gov/gene/?term=1452
CTSV	CTSV	cathepsin V	1515	https://www.ncbi.nlm.nih.gov/gene/?term=1515
CYP4V2	CYP4V2	cytochrome P450 family 4 subfamily V member 2	285440	https://www.ncbi.nlm.nih.gov/gene/?term=285440
DDX54	DDX54	DEAD-box helicase 54	79039	https://www.ncbi.nlm.nih.gov/gene/?term=79039
EEF1A1	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1915	https://www.ncbi.nlm.nih.gov/gene/?term=1915
EIF1	EIF1	eukaryotic translation initiation factor 1	10209	https://www.ncbi.nlm.nih.gov/gene/?term=10209
EIF2S3	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	1968	https://www.ncbi.nlm.nih.gov/gene/?term=1968
EIF4A1	EIF4A1	eukaryotic translation initiation factor 4A1	1973	https://www.ncbi.nlm.nih.gov/gene/?term=1973
ELOA	ELOA	elongin A	6924	https://www.ncbi.nlm.nih.gov/gene/?term=6924
ERVW-1	ERVW-1	endogenous retrovirus group W member 1, envelope	30816	https://www.ncbi.nlm.nih.gov/gene/?term=30816
EYS	EYS	eyes shut homolog	346007	https://www.ncbi.nlm.nih.gov/gene/?term=346007
FAAH	FAAH	fatty acid amide hydrolase	2166	https://www.ncbi.nlm.nih.gov/gene/?term=2166
FABP3	FABP3	fatty acid binding protein 3	2170	https://www.ncbi.nlm.nih.gov/gene/?term=2170
FAM170A	FAM170A	family with sequence similarity 170 member A	340069	https://www.ncbi.nlm.nih.gov/gene/?term=340069
FAM47E	FAM47E	family with sequence similarity 47 member E	100129583	https://www.ncbi.nlm.nih.gov/gene/?term=100129583
FBXO31	FBXO31	F-box protein 31	79791	https://www.ncbi.nlm.nih.gov/gene/?term=79791
FSIP2	FSIP2	fibrous sheath interacting protein 2	401024	https://www.ncbi.nlm.nih.gov/gene/?term=401024
GBP6	GBP6	guanylate binding protein family member 6	163351	https://www.ncbi.nlm.nih.gov/gene/?term=163351
GEMIN8	GEMIN8	gem nuclear organelle associated protein 8	54960	https://www.ncbi.nlm.nih.gov/gene/?term=54960
GIMAP7	GIMAP7	GTPase, IMAP family member 7	168537	https://www.ncbi.nlm.nih.gov/gene/?term=168537
GLT6D1	GLT6D1	glycosyltransferase 6 domain containing 1	360203	https://www.ncbi.nlm.nih.gov/gene/?term=360203
GLTP	GLTP	glycolipid transfer protein	51228	https://www.ncbi.nlm.nih.gov/gene/?term=51228
GLUD1	GLUD1	glutamate dehydrogenase 1	2746	https://www.ncbi.nlm.nih.gov/gene/?term=2746
GLYAT	GLYAT	glycine-N-acyltransferase	10249	https://www.ncbi.nlm.nih.gov/gene/?term=10249
GMCL1	GMCL1	germ cell-less, spermatogenesis associated 1	64395	https://www.ncbi.nlm.nih.gov/gene/?term=64395
GSTA3	GSTA3	glutathione S-transferase alpha 3	2940	https://www.ncbi.nlm.nih.gov/gene/?term=2940
HLA-A	HLA-A	major histocompatibility complex, class I, A	3105	https://www.ncbi.nlm.nih.gov/gene/?term=3105
HMGB3	HMGB3	high mobility group box 3	3149	https://www.ncbi.nlm.nih.gov/gene/?term=3149
HSFX3	HSFX3	heat shock transcription factor family, X-linked member 3	101928917	https://www.ncbi.nlm.nih.gov/gene/?term=101928917
HSP90AB1	HSP90AB1	heat shock protein 90 alpha family class B member 1	3326	https://www.ncbi.nlm.nih.gov/gene/?term=3326
HSPD1	HSPD1	heat shock protein family D (Hsp60) member 1	3329	https://www.ncbi.nlm.nih.gov/gene/?term=3329
IFITM3	IFITM3	interferon induced transmembrane protein 3	10410	https://www.ncbi.nlm.nih.gov/gene/?term=10410
JDP2	JDP2	Jun dimerization protein 2	122953	https://www.ncbi.nlm.nih.gov/gene/?term=122953
KLF17	KLF17	Kruppel like factor 17	128209	https://www.ncbi.nlm.nih.gov/gene/?term=128209
KLK7	KLK7	kallikrein related peptidase 7	5650	https://www.ncbi.nlm.nih.gov/gene/?term=5650
KNG1	KNG1	kininogen 1	3827	https://www.ncbi.nlm.nih.gov/gene/?term=3827
KPNA2	KPNA2	karyopherin subunit alpha 2	3838	https://www.ncbi.nlm.nih.gov/gene/?term=3838
KRT31	KRT31	keratin 31	3881	https://www.ncbi.nlm.nih.gov/gene/?term=3881
LAGE3	LAGE3	L antigen family member 3	8270	https://www.ncbi.nlm.nih.gov/gene/?term=8270
LILRA6	LILRA6	leukocyte immunoglobulin like receptor A6	79168	https://www.ncbi.nlm.nih.gov/gene/?term=79168
LRRC37B	LRRC37B	leucine rich repeat containing 37B	114659	https://www.ncbi.nlm.nih.gov/gene/?term=114659
LYZ	LYZ	lysozyme	4069	https://www.ncbi.nlm.nih.gov/gene/?term=4069
MAD2L1	MAD2L1	mitotic arrest deficient 2 like 1	4085	https://www.ncbi.nlm.nih.gov/gene/?term=4085
MAGEA10	MAGEA10	MAGE family member A10	4109	https://www.ncbi.nlm.nih.gov/gene/?term=4109
MAGEA11	MAGEA11	MAGE family member A11	4110	https://www.ncbi.nlm.nih.gov/gene/?term=4110
MAGEB4	MAGEB4	MAGE family member B4	4115	https://www.ncbi.nlm.nih.gov/gene/?term=4115
MARK2	MARK2	microtubule affinity regulating kinase 2	2011	https://www.ncbi.nlm.nih.gov/gene/?term=2011
MBL2	MBL2	mannose binding lectin 2	4153	https://www.ncbi.nlm.nih.gov/gene/?term=4153
MED25	MED25	mediator complex subunit 25	81857	https://www.ncbi.nlm.nih.gov/gene/?term=81857
METTL21A	METTL21A	methyltransferase like 21A	151194	https://www.ncbi.nlm.nih.gov/gene/?term=151194
MRGPRX2	MRGPRX2	MAS related GPR family member X2	117194	https://www.ncbi.nlm.nih.gov/gene/?term=117194
MROH1	MROH1	maestro heat like repeat family member 1	727957	https://www.ncbi.nlm.nih.gov/gene/?term=727957
NCL	NCL	nucleolin	4691	https://www.ncbi.nlm.nih.gov/gene/?term=4691
NOM1	NOM1	nucleolar protein with MIF4G domain 1	64434	https://www.ncbi.nlm.nih.gov/gene/?term=64434
NXF2B	NXF2B	nuclear RNA export factor 2B	728343	https://www.ncbi.nlm.nih.gov/gene/?term=728343
ODC1	ODC1	ornithine decarboxylase 1	4953	https://www.ncbi.nlm.nih.gov/gene/?term=4953
OR10AG1	OR10AG1	olfactory receptor family 10 subfamily AG member 1	282770	https://www.ncbi.nlm.nih.gov/gene/?term=282770
OR1J4	OR1J4	olfactory receptor family 1 subfamily J member 4	26219	https://www.ncbi.nlm.nih.gov/gene/?term=26219
OR4F6	OR4F6	olfactory receptor family 4 subfamily F member 6	390648	https://www.ncbi.nlm.nih.gov/gene/?term=390648
OR51A7	OR51A7	olfactory receptor family 51 subfamily A member 7	119687	https://www.ncbi.nlm.nih.gov/gene/?term=119687
OR51C1P	OR51C1P	olfactory receptor family 51 subfamily C member 1 pseudogene	401661	https://www.ncbi.nlm.nih.gov/gene/?term=401661
OR51G2	OR51G2	olfactory receptor family 51 subfamily G member 2	81282	https://www.ncbi.nlm.nih.gov/gene/?term=81282
OR51I2	OR51I2	olfactory receptor family 51 subfamily I member 2	390064	https://www.ncbi.nlm.nih.gov/gene/?term=390064
OR52A5	OR52A5	olfactory receptor family 52 subfamily A member 5	390054	https://www.ncbi.nlm.nih.gov/gene/?term=390054
OR52B2	OR52B2	olfactory receptor family 52 subfamily B member 2	255725	https://www.ncbi.nlm.nih.gov/gene/?term=255725
OR52B4	OR52B4	olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)	143496	https://www.ncbi.nlm.nih.gov/gene/?term=143496
OR52D1	OR52D1	olfactory receptor family 52 subfamily D member 1	390066	https://www.ncbi.nlm.nih.gov/gene/?term=390066
OR52H1	OR52H1	olfactory receptor family 52 subfamily H member 1	390067	https://www.ncbi.nlm.nih.gov/gene/?term=390067
OR52K1	OR52K1	olfactory receptor family 52 subfamily K member 1	390036	https://www.ncbi.nlm.nih.gov/gene/?term=390036
OR5L1	OR5L1	olfactory receptor family 5 subfamily L member 1 (gene/pseudogene)	219437	https://www.ncbi.nlm.nih.gov/gene/?term=219437
OR6C2	OR6C2	olfactory receptor family 6 subfamily C member 2	341416	https://www.ncbi.nlm.nih.gov/gene/?term=341416
OR7A10	OR7A10	olfactory receptor family 7 subfamily A member 10	390892	https://www.ncbi.nlm.nih.gov/gene/?term=390892
OR7A17	OR7A17	olfactory receptor family 7 subfamily A member 17	26333	https://www.ncbi.nlm.nih.gov/gene/?term=26333
OR7A5	OR7A5	olfactory receptor family 7 subfamily A member 5	26659	https://www.ncbi.nlm.nih.gov/gene/?term=26659
OR7E24	OR7E24	olfactory receptor family 7 subfamily E member 24	26648	https://www.ncbi.nlm.nih.gov/gene/?term=26648
PBX2	PBX2	PBX homeobox 2	5089	https://www.ncbi.nlm.nih.gov/gene/?term=5089
PCF11	PCF11	PCF11, cleavage and polyadenylation factor subunit	51585	https://www.ncbi.nlm.nih.gov/gene/?term=51585
PIK3R2	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	5296	https://www.ncbi.nlm.nih.gov/gene/?term=5296
PLEKHG5	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	57449	https://www.ncbi.nlm.nih.gov/gene/?term=57449
PNLIP	PNLIP	pancreatic lipase	5406	https://www.ncbi.nlm.nih.gov/gene/?term=5406
POGK	POGK	pogo transposable element derived with KRAB domain	57645	https://www.ncbi.nlm.nih.gov/gene/?term=57645
POLR2B	POLR2B	RNA polymerase II subunit B	5431	https://www.ncbi.nlm.nih.gov/gene/?term=5431
POM121C	POM121C	POM121 transmembrane nucleoporin C	100101267	https://www.ncbi.nlm.nih.gov/gene/?term=100101267
PPIA	PPIA	peptidylprolyl isomerase A	5478	https://www.ncbi.nlm.nih.gov/gene/?term=5478
PPP1R12C	PPP1R12C	protein phosphatase 1 regulatory subunit 12C	54776	https://www.ncbi.nlm.nih.gov/gene/?term=54776
PRAME	PRAME	preferentially expressed antigen in melanoma	23532	https://www.ncbi.nlm.nih.gov/gene/?term=23532
PRAMEF12	PRAMEF12	PRAME family member 12	390999	https://www.ncbi.nlm.nih.gov/gene/?term=390999
PRAMEF8	PRAMEF8	PRAME family member 8	391002	https://www.ncbi.nlm.nih.gov/gene/?term=391002
PRDM7	PRDM7	PR/SET domain 7	11105	https://www.ncbi.nlm.nih.gov/gene/?term=11105
PRSS58	PRSS58	serine protease 58	136541	https://www.ncbi.nlm.nih.gov/gene/?term=136541
PRX	PRX	periaxin	57716	https://www.ncbi.nlm.nih.gov/gene/?term=57716
R3HDM2	R3HDM2	R3H domain containing 2	22864	https://www.ncbi.nlm.nih.gov/gene/?term=22864
RALGDS	RALGDS	ral guanine nucleotide dissociation stimulator	5900	https://www.ncbi.nlm.nih.gov/gene/?term=5900
RBMX	RBMX	RNA binding motif protein X-linked	27316	https://www.ncbi.nlm.nih.gov/gene/?term=27316
REXO1	REXO1	NA	57455	https://www.ncbi.nlm.nih.gov/gene/?term=57455
