geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	http://reactome.org/PathwayBrowser/#/R-HSA-77289	34	2	0.08078750848608282	24.756302521008404	0.0028816832240259327	1	11332;3033	ACOT7;HADH
R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	http://reactome.org/PathwayBrowser/#/R-HSA-8866910	10	1	0.02376103190767142	42.08571428571428	0.023520421505924927	1	3815	KIT
R-HSA-1300644	Interaction With The Zona Pellucida	http://reactome.org/PathwayBrowser/#/R-HSA-1300644	10	1	0.02376103190767142	42.08571428571428	0.023520421505924927	1	7784	ZP3
R-HSA-399997	Acetylcholine regulates insulin secretion	http://reactome.org/PathwayBrowser/#/R-HSA-399997	10	1	0.02376103190767142	42.08571428571428	0.023520421505924927	1	4082	MARCKS
R-HSA-77286	mitochondrial fatty acid beta-oxidation of saturated fatty acids	http://reactome.org/PathwayBrowser/#/R-HSA-77286	10	1	0.02376103190767142	42.08571428571428	0.023520421505924927	1	3033	HADH
R-HSA-1483213	Synthesis of PE	http://reactome.org/PathwayBrowser/#/R-HSA-1483213	12	1	0.0285132382892057	35.07142857142858	0.02816084743976366	1	23761	PISD
R-HSA-418359	Reduction of cytosolic Ca++ levels	http://reactome.org/PathwayBrowser/#/R-HSA-418359	12	1	0.0285132382892057	35.07142857142858	0.02816084743976366	1	489	ATP2A3
R-HSA-8949664	Processing of SMDT1	http://reactome.org/PathwayBrowser/#/R-HSA-8949664	14	1	0.03326544467073998	30.061224489795922	0.032780266493978694	1	11331	PHB2
R-HSA-1433559	Regulation of KIT signaling	http://reactome.org/PathwayBrowser/#/R-HSA-1433559	15	1	0.035641547861507125	28.05714285714286	0.03508212669384614	1	3815	KIT
R-HSA-8935690	Digestion	http://reactome.org/PathwayBrowser/#/R-HSA-8935690	15	1	0.035641547861507125	28.05714285714286	0.03508212669384614	1	6476	SI
R-HSA-1912420	Pre-NOTCH Processing in Golgi	http://reactome.org/PathwayBrowser/#/R-HSA-1912420	17	1	0.04039375424304141	24.756302521008404	0.03967020474275129	1	489	ATP2A3
R-HSA-1368082	RORA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368082	18	1	0.04276985743380855	23.380952380952383	0.04195644504435048	1	85441	HELZ2
R-HSA-197264	Nicotinamide salvaging	http://reactome.org/PathwayBrowser/#/R-HSA-197264	19	1	0.045145960624575696	22.150375939849624	0.04423750112757785	1	143	PARP4
R-HSA-8963743	Digestion and absorption	http://reactome.org/PathwayBrowser/#/R-HSA-8963743	20	1	0.04752206381534284	21.04285714285714	0.0465133841615184	1	6476	SI
R-HSA-8949215	Mitochondrial calcium ion transport	http://reactome.org/PathwayBrowser/#/R-HSA-8949215	21	1	0.049898167006109974	20.040816326530614	0.048784105292455915	1	11331	PHB2
R-HSA-71403	Citric acid cycle (TCA cycle)	http://reactome.org/PathwayBrowser/#/R-HSA-71403	22	1	0.052274270196877116	19.12987012987013	0.05104967564391982	1	3420	IDH3B
R-HSA-1187000	Fertilization	http://reactome.org/PathwayBrowser/#/R-HSA-1187000	23	1	0.05465037338764426	18.298136645962735	0.053310106316728056	1	7784	ZP3
R-HSA-8978868	Fatty acid metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-8978868	159	2	0.37780040733197556	5.293800539083558	0.054021455840075894	1	11332;3033	ACOT7;HADH
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368108	24	1	0.0570264765784114	17.53571428571429	0.055565408389031234	1	85441	HELZ2
R-HSA-375170	CDO in myogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-375170	27	1	0.06415478615071282	15.587301587301589	0.06230065344531266	1	9043	SPAG9
R-HSA-525793	Myogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-525793	27	1	0.06415478615071282	15.587301587301589	0.06230065344531266	1	9043	SPAG9
R-HSA-418360	Platelet calcium homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-418360	27	1	0.06415478615071282	15.587301587301589	0.06230065344531266	1	489	ATP2A3
R-HSA-196807	Nicotinate metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-196807	30	1	0.07128309572301425	14.02857142857143	0.06899013774353147	1	143	PARP4
R-HSA-5663084	Diseases of carbohydrate metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-5663084	30	1	0.07128309572301425	14.02857142857143	0.06899013774353147	1	6476	SI
R-HSA-556833	Metabolism of lipids	http://reactome.org/PathwayBrowser/#/R-HSA-556833	670	4	1.591989137813985	2.5125799573560768	0.06975303806409672	1	11332;23761;3033;85441	ACOT7;HADH;HELZ2;PISD
R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	http://reactome.org/PathwayBrowser/#/R-HSA-8864260	32	1	0.07603530210454854	13.151785714285715	0.07342451728153587	1	3815	KIT
R-HSA-1433557	Signaling by SCF-KIT	http://reactome.org/PathwayBrowser/#/R-HSA-1433557	40	1	0.09504412763068568	10.52142857142857	0.0909617044629577	1	3815	KIT
R-HSA-380108	Chemokine receptors bind chemokines	http://reactome.org/PathwayBrowser/#/R-HSA-380108	40	1	0.09504412763068568	10.52142857142857	0.0909617044629577	1	6363	CCL19
R-HSA-6783783	Interleukin-10 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-6783783	40	1	0.09504412763068568	10.52142857142857	0.0909617044629577	1	6363	CCL19
R-HSA-3214841	PKMTs methylate histone lysines	http://reactome.org/PathwayBrowser/#/R-HSA-3214841	41	1	0.0974202308214528	10.264808362369338	0.09313149352936734	1	9869	SETDB1
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168	42	1	0.09979633401221995	10.020408163265307	0.09529634957527933	1	85441	HELZ2
R-HSA-5578775	Ion homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-5578775	46	1	0.10930074677528852	9.149068322981368	0.10390665634073248	1	489	ATP2A3
R-HSA-913709	O-linked glycosylation of mucins	http://reactome.org/PathwayBrowser/#/R-HSA-913709	47	1	0.11167684996605566	8.954407294832828	0.10604700668386735	1	10164	CHST4
R-HSA-1912422	Pre-NOTCH Expression and Processing	http://reactome.org/PathwayBrowser/#/R-HSA-1912422	48	1	0.1140529531568228	8.767857142857144	0.10818248761432359	1	489	ATP2A3
R-HSA-936837	Ion transport by P-type ATPases	http://reactome.org/PathwayBrowser/#/R-HSA-936837	49	1	0.11642905634758995	8.588921282798834	0.11031310965756647	1	489	ATP2A3
R-HSA-4551638	SUMOylation of chromatin organization proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4551638	51	1	0.12118126272912423	8.252100840336135	0.11455981907653112	1	9189	ZBED1
R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	http://reactome.org/PathwayBrowser/#/R-HSA-71406	52	1	0.12355736591989137	8.093406593406593	0.11667592739556931	1	3420	IDH3B
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-2151201	53	1	0.1259334691106585	7.940700808625338	0.11878721871410913	1	85441	HELZ2
R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	http://reactome.org/PathwayBrowser/#/R-HSA-1655829	54	1	0.12830957230142565	7.793650793650794	0.12089370345025097	1	85441	HELZ2
R-HSA-1852241	Organelle biogenesis and maintenance	http://reactome.org/PathwayBrowser/#/R-HSA-1852241	264	2	0.6272912423625254	3.1883116883116887	0.12885761871100565	1	4867;85441	HELZ2;NPHP1
R-HSA-400253	Circadian Clock	http://reactome.org/PathwayBrowser/#/R-HSA-400253	62	1	0.14731839782756279	6.788018433179724	0.13757378751908	1	85441	HELZ2
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-2219530	65	1	0.1544467073998642	6.474725274725275	0.14375075939872484	1	3815	KIT
R-HSA-422356	Regulation of insulin secretion	http://reactome.org/PathwayBrowser/#/R-HSA-422356	73	1	0.17345553292600135	5.765166340508807	0.1600173637721768	1	4082	MARCKS
R-HSA-1474165	Reproduction	http://reactome.org/PathwayBrowser/#/R-HSA-1474165	74	1	0.1758316361167685	5.687258687258687	0.16202987208487285	1	7784	ZP3
R-HSA-418346	Platelet homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-418346	80	1	0.19008825526137135	5.260714285714285	0.17400882368579407	1	489	ATP2A3
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340	81	1	0.19246435845213847	5.195767195767196	0.17598939170390304	1	85441	HELZ2
R-HSA-1592230	Mitochondrial biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-1592230	88	1	0.20909708078750847	4.782467532467533	0.18972726105888105	1	85441	HELZ2
R-HSA-2219528	PI3K/AKT Signaling in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-2219528	90	1	0.21384928716904275	4.6761904761904765	0.19361212477301015	1	3815	KIT
R-HSA-5173105	O-linked glycosylation	http://reactome.org/PathwayBrowser/#/R-HSA-5173105	91	1	0.2162253903598099	4.624803767660911	0.19554789813603746	1	10164	CHST4
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-5620912	91	1	0.2162253903598099	4.624803767660911	0.19554789813603746	1	4867	NPHP1
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	http://reactome.org/PathwayBrowser/#/R-HSA-6811558	91	1	0.2162253903598099	4.624803767660911	0.19554789813603746	1	3815	KIT
R-HSA-5668914	Diseases of metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-5668914	94	1	0.22335369993211132	4.477203647416414	0.20132869981293433	1	6476	SI
R-HSA-382556	ABC-family proteins mediated transport	http://reactome.org/PathwayBrowser/#/R-HSA-382556	95	1	0.22572980312287846	4.430075187969925	0.20324682622006218	1	5243	ABCB1
R-HSA-382551	Transport of small molecules	http://reactome.org/PathwayBrowser/#/R-HSA-382551	662	3	1.5729803122878478	1.9072075960293484	0.20501238491775464	1	11331;489;5243	ABCB1;ATP2A3;PHB2
R-HSA-199418	Negative regulation of the PI3K/AKT network	http://reactome.org/PathwayBrowser/#/R-HSA-199418	97	1	0.23048200950441275	4.338733431516937	0.20706992517332035	1	3815	KIT
R-HSA-163685	Integration of energy metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-163685	102	1	0.24236252545824846	4.126050420168068	0.21655138536531526	1	4082	MARCKS
R-HSA-1989781	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781	109	1	0.25899524779361843	3.861074705111403	0.22964418942804588	1	85441	HELZ2
R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	http://reactome.org/PathwayBrowser/#/R-HSA-400206	111	1	0.2637474541751527	3.791505791505792	0.23334654637154795	1	85441	HELZ2
R-HSA-196849	Metabolism of water-soluble vitamins and cofactors	http://reactome.org/PathwayBrowser/#/R-HSA-196849	113	1	0.268499660556687	3.7243994943109993	0.2370319530947751	1	143	PARP4
R-HSA-1483206	Glycerophospholipid biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-1483206	115	1	0.2732518669382213	3.659627329192547	0.24070048333642624	1	23761	PISD
R-HSA-5576891	Cardiac conduction	http://reactome.org/PathwayBrowser/#/R-HSA-5576891	129	1	0.3065173116089613	3.2624584717607976	0.2659137840577558	1	489	ATP2A3
R-HSA-8957322	Metabolism of steroids	http://reactome.org/PathwayBrowser/#/R-HSA-8957322	136	1	0.3231500339443313	3.0945378151260505	0.2782194270100409	1	85441	HELZ2
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	http://reactome.org/PathwayBrowser/#/R-HSA-1428517	151	1	0.3587915818058384	2.7871333964049194	0.3039304160328009	1	3420	IDH3B
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	http://reactome.org/PathwayBrowser/#/R-HSA-3108232	153	1	0.3635437881873727	2.750700280112045	0.3072919061911831	1	9189	ZBED1
R-HSA-2990846	SUMOylation	http://reactome.org/PathwayBrowser/#/R-HSA-2990846	159	1	0.37780040733197556	2.646900269541779	0.3172838628204051	1	9189	ZBED1
R-HSA-157118	Signaling by NOTCH	http://reactome.org/PathwayBrowser/#/R-HSA-157118	160	1	0.3801765105227427	2.6303571428571426	0.318935785724054	1	489	ATP2A3
R-HSA-375276	Peptide ligand-binding receptors	http://reactome.org/PathwayBrowser/#/R-HSA-375276	164	1	0.3896809232858112	2.5662020905923346	0.32550548910532506	1	6363	CCL19
R-HSA-983712	Ion channel transport	http://reactome.org/PathwayBrowser/#/R-HSA-983712	166	1	0.3944331296673455	2.5352839931153186	0.32876766414396175	1	489	ATP2A3
R-HSA-196854	Metabolism of vitamins and cofactors	http://reactome.org/PathwayBrowser/#/R-HSA-196854	172	1	0.40868974881194836	2.446843853820598	0.33846427469277873	1	143	PARP4
R-HSA-5617833	Cilium Assembly	http://reactome.org/PathwayBrowser/#/R-HSA-5617833	176	1	0.41819416157501693	2.3912337662337664	0.3448544074900485	1	4867	NPHP1
R-HSA-397014	Muscle contraction	http://reactome.org/PathwayBrowser/#/R-HSA-397014	184	1	0.4372029871011541	2.287267080745342	0.3574587470191972	1	489	ATP2A3
R-HSA-1483257	Phospholipid metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-1483257	195	1	0.46334012219959264	2.1582417582417586	0.3744130986158839	1	23761	PISD
R-HSA-3247509	Chromatin modifying enzymes	http://reactome.org/PathwayBrowser/#/R-HSA-3247509	198	1	0.47046843177189407	2.1255411255411256	0.3789625410929457	1	9869	SETDB1
R-HSA-4839726	Chromatin organization	http://reactome.org/PathwayBrowser/#/R-HSA-4839726	198	1	0.47046843177189407	2.1255411255411256	0.3789625410929457	1	9869	SETDB1
R-HSA-5673001	RAF/MAP kinase cascade	http://reactome.org/PathwayBrowser/#/R-HSA-5673001	221	1	0.5251188051595383	1.9043309631544927	0.4128096138752929	1	3815	KIT
R-HSA-5684996	MAPK1/MAPK3 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5684996	227	1	0.5393754243041412	1.853996224040277	0.4213459834852883	1	3815	KIT
R-HSA-1257604	PIP3 activates AKT signaling	http://reactome.org/PathwayBrowser/#/R-HSA-1257604	239	1	0.5678886625933469	1.7609085475194262	0.4380654666491546	1	3815	KIT
R-HSA-5683057	MAPK family signaling cascades	http://reactome.org/PathwayBrowser/#/R-HSA-5683057	261	1	0.6201629327902239	1.6124794745484403	0.46752998309077487	1	3815	KIT
R-HSA-9006925	Intracellular signaling by second messengers	http://reactome.org/PathwayBrowser/#/R-HSA-9006925	268	1	0.636795655125594	1.570362473347548	0.47659229986459006	1	3815	KIT
R-HSA-418555	G alpha (s) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418555	270	1	0.6415478615071283	1.5587301587301587	0.4791544316218449	1	2848	GPR25
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-373076	283	1	0.6724372029871011	1.4871277132761234	0.49551942379249336	1	6363	CCL19
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	http://reactome.org/PathwayBrowser/#/R-HSA-983168	287	1	0.6819416157501696	1.4664011946241913	0.5004554809407166	1	151636	DTX3L
R-HSA-388396	GPCR downstream signalling	http://reactome.org/PathwayBrowser/#/R-HSA-388396	764	2	1.8153428377460963	1.1017202692595363	0.552883151155333	1	2848;6363	CCL19;GPR25
R-HSA-418594	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594	336	1	0.7983706720977596	1.2525510204081634	0.5573089845230179	1	6363	CCL19
R-HSA-983169	Class I MHC mediated antigen processing & presentation	http://reactome.org/PathwayBrowser/#/R-HSA-983169	342	1	0.8126272912423624	1.230576441102757	0.5638312111307066	1	151636	DTX3L
R-HSA-5663202	Diseases of signal transduction	http://reactome.org/PathwayBrowser/#/R-HSA-5663202	346	1	0.822131704005431	1.2163501238645749	0.5681284079037615	1	3815	KIT
R-HSA-1266738	Developmental Biology	http://reactome.org/PathwayBrowser/#/R-HSA-1266738	819	2	1.946028513238289	1.0277341705913134	0.5922769482116904	1	85441;9043	HELZ2;SPAG9
R-HSA-372790	Signaling by GPCR	http://reactome.org/PathwayBrowser/#/R-HSA-372790	822	2	1.9531568228105904	1.023983315954119	0.5943568027292425	1	2848;6363	CCL19;GPR25
R-HSA-500792	GPCR ligand binding	http://reactome.org/PathwayBrowser/#/R-HSA-500792	396	1	0.9409368635437881	1.0627705627705628	0.6185535875086232	1	6363	CCL19
R-HSA-449147	Signaling by Interleukins	http://reactome.org/PathwayBrowser/#/R-HSA-449147	402	1	0.955193482688391	1.046908315565032	0.624213194937894	1	6363	CCL19
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	http://reactome.org/PathwayBrowser/#/R-HSA-9006934	419	1	0.9955872369314324	1.0044323218547564	0.6398176986226638	1	3815	KIT
R-HSA-1643685	Disease	http://reactome.org/PathwayBrowser/#/R-HSA-1643685	938	2	2.228784792939579	0.8973499847700275	0.6692161768214192	1	3815;6476	KIT;SI
R-HSA-109582	Hemostasis	http://reactome.org/PathwayBrowser/#/R-HSA-109582	519	1	1.2331975560081465	0.8109000825763832	0.7198343754278442	1	489	ATP2A3
R-HSA-1280215	Cytokine Signaling in Immune system	http://reactome.org/PathwayBrowser/#/R-HSA-1280215	575	1	1.3662593346911065	0.7319254658385094	0.7569253754356566	1	6363	CCL19
R-HSA-1280218	Adaptive Immune System	http://reactome.org/PathwayBrowser/#/R-HSA-1280218	635	1	1.508825526137135	0.6627671541057368	0.7914583082653401	1	151636	DTX3L
R-HSA-212436	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436	821	1	1.9507807196198235	0.5126152775361058	0.8712470697395017	1	3815	KIT
R-HSA-73857	RNA Polymerase II Transcription	http://reactome.org/PathwayBrowser/#/R-HSA-73857	933	1	2.216904276985743	0.4510794671566376	0.9042176540272793	1	3815	KIT
