geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	http://reactome.org/PathwayBrowser/#/R-HSA-168643	50	2	0.1640642679339217	12.190344827586207	0.011553063632226745	1	22861;5608	MAP2K6;NLRP1
R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	http://reactome.org/PathwayBrowser/#/R-HSA-174824	59	2	0.1935958361620276	10.330800701344243	0.015845768077339395	1	161;84699	AP2A2;CREB3L3
R-HSA-6809371	Formation of the cornified envelope	http://reactome.org/PathwayBrowser/#/R-HSA-6809371	85	2	0.2789092554876669	7.17079107505071	0.031375392828253634	1	3881;643394	KRT31;SPINK9
R-HSA-351906	Apoptotic cleavage of cell adhesion  proteins	http://reactome.org/PathwayBrowser/#/R-HSA-351906	10	1	0.03281285358678434	30.47586206896552	0.03234879302173421	1	9414	TJP2
R-HSA-8866427	VLDLR internalisation and degradation	http://reactome.org/PathwayBrowser/#/R-HSA-8866427	10	1	0.03281285358678434	30.47586206896552	0.03234879302173421	1	161	AP2A2
R-HSA-5210891	Uptake and function of anthrax toxins	http://reactome.org/PathwayBrowser/#/R-HSA-5210891	11	1	0.036094138945462775	27.705329153605014	0.035527529428889704	1	5608	MAP2K6
R-HSA-5658623	FGFRL1 modulation of FGFR1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5658623	11	1	0.036094138945462775	27.705329153605014	0.035527529428889704	1	27006	FGF22
R-HSA-390666	Serotonin receptors	http://reactome.org/PathwayBrowser/#/R-HSA-390666	11	1	0.036094138945462775	27.705329153605014	0.035527529428889704	1	3360	HTR4
R-HSA-6805567	Keratinization	http://reactome.org/PathwayBrowser/#/R-HSA-6805567	95	2	0.3117221090744512	6.415970961887478	0.038461384332607484	1	3881;643394	KRT31;SPINK9
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	http://reactome.org/PathwayBrowser/#/R-HSA-5140745	12	1	0.039375424304141204	25.396551724137932	0.03869618261191532	1	161	AP2A2
R-HSA-177504	Retrograde neurotrophin signalling	http://reactome.org/PathwayBrowser/#/R-HSA-177504	13	1	0.04265670966281964	23.44297082228117	0.041854783416838015	1	161	AP2A2
R-HSA-5357786	TNFR1-induced proapoptotic signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5357786	13	1	0.04265670966281964	23.44297082228117	0.041854783416838015	1	9099	USP2
R-HSA-5099900	WNT5A-dependent internalization of FZD4	http://reactome.org/PathwayBrowser/#/R-HSA-5099900	14	1	0.045937995021498076	21.76847290640394	0.045003362598811325	1	161	AP2A2
R-HSA-8964038	LDL clearance	http://reactome.org/PathwayBrowser/#/R-HSA-8964038	15	1	0.049219280380176506	20.317241379310346	0.048141950822365165	1	161	AP2A2
R-HSA-190242	FGFR1 ligand binding and activation	http://reactome.org/PathwayBrowser/#/R-HSA-190242	15	1	0.049219280380176506	20.317241379310346	0.048141950822365165	1	27006	FGF22
R-HSA-2033519	Activated point mutants of FGFR2	http://reactome.org/PathwayBrowser/#/R-HSA-2033519	15	1	0.049219280380176506	20.317241379310346	0.048141950822365165	1	27006	FGF22
R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	http://reactome.org/PathwayBrowser/#/R-HSA-5654219	15	1	0.049219280380176506	20.317241379310346	0.048141950822365165	1	27006	FGF22
R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes	http://reactome.org/PathwayBrowser/#/R-HSA-8963889	16	1	0.05250056573885494	19.04741379310345	0.0512705786616654	1	84699	CREB3L3
R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	http://reactome.org/PathwayBrowser/#/R-HSA-416993	16	1	0.05250056573885494	19.04741379310345	0.0512705786616654	1	161	AP2A2
R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	http://reactome.org/PathwayBrowser/#/R-HSA-5654221	16	1	0.05250056573885494	19.04741379310345	0.0512705786616654	1	27006	FGF22
R-HSA-164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	http://reactome.org/PathwayBrowser/#/R-HSA-164938	17	1	0.05578185109753338	17.926977687626774	0.05438927660077375	1	161	AP2A2
R-HSA-190241	FGFR2 ligand binding and activation	http://reactome.org/PathwayBrowser/#/R-HSA-190241	17	1	0.05578185109753338	17.926977687626774	0.05438927660077375	1	27006	FGF22
R-HSA-418555	G alpha (s) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418555	270	3	0.8859470468431772	3.3862068965517245	0.057440482105125645	1	3360;390190;59350	HTR4;OR5B2;RXFP1
R-HSA-2028269	Signaling by Hippo	http://reactome.org/PathwayBrowser/#/R-HSA-2028269	19	1	0.06234442181489024	16.039927404718693	0.06059700426564507	1	9414	TJP2
R-HSA-622312	Inflammasomes	http://reactome.org/PathwayBrowser/#/R-HSA-622312	19	1	0.06234442181489024	16.039927404718693	0.06059700426564507	1	22861	NLRP1
R-HSA-140837	Intrinsic Pathway of Fibrin Clot Formation	http://reactome.org/PathwayBrowser/#/R-HSA-140837	19	1	0.06234442181489024	16.039927404718693	0.06059700426564507	1	2157	F8
R-HSA-5654688	SHC-mediated cascade:FGFR1	http://reactome.org/PathwayBrowser/#/R-HSA-5654688	19	1	0.06234442181489024	16.039927404718693	0.06059700426564507	1	27006	FGF22
R-HSA-450302	activated TAK1 mediates p38 MAPK activation	http://reactome.org/PathwayBrowser/#/R-HSA-450302	20	1	0.06562570717356868	15.23793103448276	0.06368609451128437	1	5608	MAP2K6
R-HSA-140875	Common Pathway of Fibrin Clot Formation	http://reactome.org/PathwayBrowser/#/R-HSA-140875	20	1	0.06562570717356868	15.23793103448276	0.06368609451128437	1	2157	F8
R-HSA-5654689	PI-3K cascade:FGFR1	http://reactome.org/PathwayBrowser/#/R-HSA-5654689	20	1	0.06562570717356868	15.23793103448276	0.06368609451128437	1	27006	FGF22
R-HSA-5654699	SHC-mediated cascade:FGFR2	http://reactome.org/PathwayBrowser/#/R-HSA-5654699	20	1	0.06562570717356868	15.23793103448276	0.06368609451128437	1	27006	FGF22
R-HSA-73887	Death Receptor Signalling	http://reactome.org/PathwayBrowser/#/R-HSA-73887	126	2	0.41344195519348265	4.83743842364532	0.06375826048243671	1	55701;9099	ARHGEF40;USP2
R-HSA-5654695	PI-3K cascade:FGFR2	http://reactome.org/PathwayBrowser/#/R-HSA-5654695	21	1	0.06890699253224711	14.512315270935963	0.06676537589699227	1	27006	FGF22
R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-164952	22	1	0.07218827789092555	13.852664576802507	0.06983487846010727	1	161	AP2A2
R-HSA-5654693	FRS-mediated FGFR1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5654693	22	1	0.07218827789092555	13.852664576802507	0.06983487846010727	1	27006	FGF22
R-HSA-5654700	FRS-mediated FGFR2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5654700	23	1	0.07546956324960398	13.250374812593703	0.07289463214938374	1	27006	FGF22
R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5357956	26	1	0.08531341932563928	11.721485411140584	0.08201569813819631	1	9099	USP2
R-HSA-8963899	Plasma lipoprotein remodeling	http://reactome.org/PathwayBrowser/#/R-HSA-8963899	26	1	0.08531341932563928	11.721485411140584	0.08201569813819631	1	84699	CREB3L3
R-HSA-5633007	Regulation of TP53 Activity	http://reactome.org/PathwayBrowser/#/R-HSA-5633007	146	2	0.47906766236705134	4.174775625885688	0.08235652394479787	1	5608;9099	MAP2K6;USP2
R-HSA-375170	CDO in myogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-375170	27	1	0.08859470468431771	11.287356321839082	0.08503675405671596	1	5608	MAP2K6
R-HSA-525793	Myogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-525793	27	1	0.08859470468431771	11.287356321839082	0.08503675405671596	1	5608	MAP2K6
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	http://reactome.org/PathwayBrowser/#/R-HSA-606279	27	1	0.08859470468431771	11.287356321839082	0.08503675405671596	1	54069	MIS18A
R-HSA-774815	Nucleosome assembly	http://reactome.org/PathwayBrowser/#/R-HSA-774815	27	1	0.08859470468431771	11.287356321839082	0.08503675405671596	1	54069	MIS18A
R-HSA-5654726	Negative regulation of FGFR1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5654726	27	1	0.08859470468431771	11.287356321839082	0.08503675405671596	1	27006	FGF22
R-HSA-5654727	Negative regulation of FGFR2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5654727	27	1	0.08859470468431771	11.287356321839082	0.08503675405671596	1	27006	FGF22
R-HSA-5654696	Downstream signaling of activated FGFR2	http://reactome.org/PathwayBrowser/#/R-HSA-5654696	27	1	0.08859470468431771	11.287356321839082	0.08503675405671596	1	27006	FGF22
R-HSA-6804758	Regulation of TP53 Activity through Acetylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804758	28	1	0.09187599004299615	10.88423645320197	0.08804820952514814	1	5608	MAP2K6
R-HSA-5339562	Uptake and actions of bacterial toxins	http://reactome.org/PathwayBrowser/#/R-HSA-5339562	28	1	0.09187599004299615	10.88423645320197	0.08804820952514814	1	5608	MAP2K6
R-HSA-4090294	SUMOylation of intracellular receptors	http://reactome.org/PathwayBrowser/#/R-HSA-4090294	28	1	0.09187599004299615	10.88423645320197	0.08804820952514814	1	2516	NR5A1
R-HSA-8964043	Plasma lipoprotein clearance	http://reactome.org/PathwayBrowser/#/R-HSA-8964043	28	1	0.09187599004299615	10.88423645320197	0.08804820952514814	1	161	AP2A2
R-HSA-399719	Trafficking of AMPA receptors	http://reactome.org/PathwayBrowser/#/R-HSA-399719	28	1	0.09187599004299615	10.88423645320197	0.08804820952514814	1	161	AP2A2
R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	http://reactome.org/PathwayBrowser/#/R-HSA-399721	28	1	0.09187599004299615	10.88423645320197	0.08804820952514814	1	161	AP2A2
R-HSA-5601884	PIWI-interacting RNA (piRNA) biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-5601884	28	1	0.09187599004299615	10.88423645320197	0.08804820952514814	1	221400	TDRD6
R-HSA-418990	Adherens junctions interactions	http://reactome.org/PathwayBrowser/#/R-HSA-418990	29	1	0.09515727540167458	10.508917954815697	0.09105009396598485	1	5818	NECTIN1
R-HSA-5694530	Cargo concentration in the ER	http://reactome.org/PathwayBrowser/#/R-HSA-5694530	29	1	0.09515727540167458	10.508917954815697	0.09105009396598485	1	2157	F8
R-HSA-5357905	Regulation of TNFR1 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5357905	29	1	0.09515727540167458	10.508917954815697	0.09105009396598485	1	9099	USP2
R-HSA-5669034	TNFs bind their physiological receptors	http://reactome.org/PathwayBrowser/#/R-HSA-5669034	29	1	0.09515727540167458	10.508917954815697	0.09105009396598485	1	128178	EDARADD
R-HSA-5654687	Downstream signaling of activated FGFR1	http://reactome.org/PathwayBrowser/#/R-HSA-5654687	29	1	0.09515727540167458	10.508917954815697	0.09105009396598485	1	27006	FGF22
R-HSA-389661	Glyoxylate metabolism and glycine degradation	http://reactome.org/PathwayBrowser/#/R-HSA-389661	29	1	0.09515727540167458	10.508917954815697	0.09105009396598485	1	11019	LIAS
R-HSA-1839126	FGFR2 mutant receptor activation	http://reactome.org/PathwayBrowser/#/R-HSA-1839126	30	1	0.09843856076035301	10.158620689655173	0.094042436714876	1	27006	FGF22
R-HSA-6804757	Regulation of TP53 Degradation	http://reactome.org/PathwayBrowser/#/R-HSA-6804757	31	1	0.10171984611903145	9.830923248053393	0.09702526702087855	1	9099	USP2
R-HSA-390522	Striated Muscle Contraction	http://reactome.org/PathwayBrowser/#/R-HSA-390522	31	1	0.10171984611903145	9.830923248053393	0.09702526702087855	1	7139	TNNT2
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	http://reactome.org/PathwayBrowser/#/R-HSA-452723	31	1	0.10171984611903145	9.830923248053393	0.09702526702087855	1	2516	NR5A1
R-HSA-6806003	Regulation of TP53 Expression and Degradation	http://reactome.org/PathwayBrowser/#/R-HSA-6806003	32	1	0.10500113147770988	9.523706896551724	0.09999861404669808	1	9099	USP2
R-HSA-168638	NOD1/2 Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-168638	32	1	0.10500113147770988	9.523706896551724	0.09999861404669808	1	5608	MAP2K6
R-HSA-437239	Recycling pathway of L1	http://reactome.org/PathwayBrowser/#/R-HSA-437239	33	1	0.10828241683638831	9.23510971786834	0.1029625068689386	1	161	AP2A2
R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	http://reactome.org/PathwayBrowser/#/R-HSA-140877	35	1	0.11484498755374518	8.707389162561578	0.10886204578003766	1	2157	F8
R-HSA-375280	Amine ligand-binding receptors	http://reactome.org/PathwayBrowser/#/R-HSA-375280	36	1	0.11812627291242361	8.465517241379311	0.11179774959378108	1	3360	HTR4
R-HSA-73884	Base Excision Repair	http://reactome.org/PathwayBrowser/#/R-HSA-73884	37	1	0.12140755827110206	8.236719478098788	0.11472411465419707	1	4968	OGG1
R-HSA-73933	Resolution of Abasic Sites (AP sites)	http://reactome.org/PathwayBrowser/#/R-HSA-73933	37	1	0.12140755827110206	8.236719478098788	0.11472411465419707	1	4968	OGG1
R-HSA-111465	Apoptotic cleavage of cellular proteins	http://reactome.org/PathwayBrowser/#/R-HSA-111465	37	1	0.12140755827110206	8.236719478098788	0.11472411465419707	1	9414	TJP2
R-HSA-75893	TNF signaling	http://reactome.org/PathwayBrowser/#/R-HSA-75893	39	1	0.12797012898845891	7.814323607427056	0.12054894302935037	1	9099	USP2
R-HSA-8875878	MET promotes cell motility	http://reactome.org/PathwayBrowser/#/R-HSA-8875878	40	1	0.13125141434713736	7.61896551724138	0.12344746338986301	1	64759	TNS3
R-HSA-5655253	Signaling by FGFR2 in disease	http://reactome.org/PathwayBrowser/#/R-HSA-5655253	40	1	0.13125141434713736	7.61896551724138	0.12344746338986301	1	27006	FGF22
R-HSA-1266738	Developmental Biology	http://reactome.org/PathwayBrowser/#/R-HSA-1266738	819	5	2.6873727087576373	1.8605532398635847	0.12515085508782253	1	161;2516;3881;5608;643394	AP2A2;KRT31;MAP2K6;NR5A1;SPINK9
R-HSA-109704	PI3K Cascade	http://reactome.org/PathwayBrowser/#/R-HSA-109704	41	1	0.1345326997058158	7.43313708999159	0.1263367590890776	1	27006	FGF22
R-HSA-5654736	Signaling by FGFR1	http://reactome.org/PathwayBrowser/#/R-HSA-5654736	42	1	0.13781398506449422	7.256157635467981	0.1292168584395854	1	27006	FGF22
R-HSA-75153	Apoptotic execution phase	http://reactome.org/PathwayBrowser/#/R-HSA-75153	44	1	0.1443765557818511	6.9263322884012535	0.13494958092663312	1	9414	TJP2
R-HSA-112399	IRS-mediated signalling	http://reactome.org/PathwayBrowser/#/R-HSA-112399	45	1	0.14765784114052952	6.772413793103449	0.13780226027085973	1	27006	FGF22
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	http://reactome.org/PathwayBrowser/#/R-HSA-3928665	47	1	0.1542204118578864	6.484225972120322	0.14348039505725052	1	161	AP2A2
R-HSA-383280	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280	49	1	0.16078298257524326	6.2195636875439835	0.14912241687205152	1	2516	NR5A1
R-HSA-2428924	IGF1R signaling cascade	http://reactome.org/PathwayBrowser/#/R-HSA-2428924	49	1	0.16078298257524326	6.2195636875439835	0.14912241687205152	1	27006	FGF22
R-HSA-2428928	IRS-related events triggered by IGF1R	http://reactome.org/PathwayBrowser/#/R-HSA-2428928	49	1	0.16078298257524326	6.2195636875439835	0.14912241687205152	1	27006	FGF22
R-HSA-74751	Insulin receptor signalling cascade	http://reactome.org/PathwayBrowser/#/R-HSA-74751	49	1	0.16078298257524326	6.2195636875439835	0.14912241687205152	1	27006	FGF22
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	http://reactome.org/PathwayBrowser/#/R-HSA-2404192	50	1	0.1640642679339217	6.095172413793104	0.15192995469327208	1	27006	FGF22
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	http://reactome.org/PathwayBrowser/#/R-HSA-9006934	419	3	1.3748585652862637	2.182042630236195	0.15645822465317683	1	161;27006;64759	AP2A2;FGF22;TNS3
R-HSA-193648	NRAGE signals death through JNK	http://reactome.org/PathwayBrowser/#/R-HSA-193648	55	1	0.18047069472731386	5.541065830721004	0.16583401321247604	1	55701	ARHGEF40
R-HSA-421270	Cell-cell junction organization	http://reactome.org/PathwayBrowser/#/R-HSA-421270	58	1	0.19031455080334916	5.2544589774078485	0.1740705260675819	1	5818	NECTIN1
R-HSA-2559580	Oxidative Stress Induced Senescence	http://reactome.org/PathwayBrowser/#/R-HSA-2559580	59	1	0.1935958361620276	5.1654003506721216	0.17679853913637922	1	5608	MAP2K6
R-HSA-450294	MAP kinase activation	http://reactome.org/PathwayBrowser/#/R-HSA-450294	59	1	0.1935958361620276	5.1654003506721216	0.17679853913637922	1	5608	MAP2K6
R-HSA-1226099	Signaling by FGFR in disease	http://reactome.org/PathwayBrowser/#/R-HSA-1226099	59	1	0.1935958361620276	5.1654003506721216	0.17679853913637922	1	27006	FGF22
R-HSA-73886	Chromosome Maintenance	http://reactome.org/PathwayBrowser/#/R-HSA-73886	61	1	0.20015840687938447	4.996042962125495	0.1822284896219306	1	54069	MIS18A
R-HSA-5654738	Signaling by FGFR2	http://reactome.org/PathwayBrowser/#/R-HSA-5654738	62	1	0.2034396922380629	4.915461624026697	0.18493048048452176	1	27006	FGF22
R-HSA-204005	COPII-mediated vesicle transport	http://reactome.org/PathwayBrowser/#/R-HSA-204005	63	1	0.20672097759674132	4.83743842364532	0.18762385059231024	1	2157	F8
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-2219530	65	1	0.2132835483140982	4.688594164456234	0.1929848345664722	1	27006	FGF22
R-HSA-448424	Interleukin-17 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-448424	67	1	0.21984611903145507	4.548636129696346	0.19831165280572172	1	5608	MAP2K6
R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	http://reactome.org/PathwayBrowser/#/R-HSA-204998	68	1	0.2231274043901335	4.4817444219066935	0.2009623154517861	1	55701	ARHGEF40
R-HSA-74752	Signaling by Insulin receptor	http://reactome.org/PathwayBrowser/#/R-HSA-74752	71	1	0.2329712604661688	4.292374939290918	0.20886363087937188	1	27006	FGF22
R-HSA-211000	Gene Silencing by RNA	http://reactome.org/PathwayBrowser/#/R-HSA-211000	72	1	0.23625254582484723	4.232758620689656	0.21148059845146028	1	221400	TDRD6
R-HSA-416482	G alpha (12/13) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416482	74	1	0.2428151165422041	4.118359739049394	0.21668948231147034	1	55701	ARHGEF40
