geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	301	162	107.15976499573581	1.5117614340274677	4.530020802917534e-11	7.827875947441498e-8	101;10319;10491;10536;10753;11095;11096;11117;11131;11132;1278;1281;1282;1286;1288;1289;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;1311;131873;140766;1462;1463;147968;1511;1513;1634;164656;169044;170690;170692;1834;2;2192;2200;2201;2202;2243;2244;2266;22795;23127;2335;255631;256076;283208;284217;3371;3383;3385;340267;351;3655;3672;3676;3681;3682;3684;3685;3687;3689;3691;3693;3694;3695;3696;375790;3791;388743;3908;3909;3910;3911;3912;3913;3914;3915;3918;4017;4038;4052;4053;4054;4146;4148;4236;4312;4314;4317;4318;4320;4321;4322;4327;440854;4593;4684;5033;5034;5045;5054;50848;5155;5175;5339;5340;5351;5352;54829;5578;5663;56999;57642;5802;633;634;6382;63923;64175;6650;6696;6868;7092;7093;7373;7450;7837;80274;8038;80781;825;831;84034;84171;8425;84570;84695;85007;8515;8516;85301;8573;8728;8751;8785;8974;8985;90187;9378;9509;9510;9644;999	SCUBE1;ITGB2;ADAMTS9;COL1A2;FBN1;ITGAM;COL24A1;FGG;FGA;LAMB2;COL6A5;ICAM3;A2M;NRXN1;CEACAM1;PSEN1;COL4A4;P4HB;COL4A1;ITGB5;COL14A1;AGRN;ITGAE;COL25A1;COL16A1;LAMA2;COL27A1;COL4A6;COLGALT2;COL11A2;COL5A2;COL15A1;NID2;COL6A6;ITGA1;CAPN14;COL28A1;COL9A3;TLL2;PDGFB;CTSG;MMP9;LAMA1;CAPN15;DCN;PTPRS;SERPINE1;PLOD3;VWF;COL12A1;LAMA4;COL7A1;ITGB6;FN1;SDC1;MMP8;LTBP2;TNN;PLG;TLL1;VCAN;CDH1;TNC;KDR;NCAN;LAMA5;EMILIN2;ITGB4;LTBP1;LAMC3;LRP4;ADAMTS8;CAPN9;LAMA3;CAPN11;ITGAV;ITGB7;LAMC2;FURIN;ITGAX;COL6A2;CAPN10;CTSK;ADAMTS16;CASK;ADAM12;NCAM1;ADAM8;COL17A1;DSPP;CAST;ITGAD;MATN1;PHYKPL;PLEC;COL18A1;LAMB3;CAPN8;ADAMTS2;LTBP4;LAMB1;CAPN3;SH3PXD2A;P3H3;COL9A1;ITGA4;SPP1;MUSK;MATN4;MATN3;LOXL2;ADAM19;MMP13;LOXL4;ADAMTS14;FBN2;APP;ITGA10;P4HA3;ADAM17;PRKCA;ADAMTS1;ADAMTS5;COL22A1;FBLN1;PLOD1;ICAM1;PECAM1;MMP11;ADAM15;MMP3;COL3A1;ITGA8;TMPRSS6;MMP19;PXDN;MFAP1;FGB;BGN;MMP1;ITGA6;COL20A1;COMP;ASPN;LOXL3;P4HA1;ADAMTS18;PLOD2;F11R;P4HA2;LTBP3;CRTAP;CAPN12;EMILIN3;MMP12;ITGB8;EFEMP1;P3H1;COL5A1;LAMC1;EMILIN1;COL11A1
R-HSA-1474290	Collagen formation	http://reactome.org/PathwayBrowser/#/R-HSA-1474290	90	55	32.0411257462333	1.7165439328069085	6.71356392478728e-7	5.80051923101621e-4	10491;10536;1278;1281;1282;1286;1288;1289;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;140766;169044;23127;255631;256076;283208;340267;3655;3691;3909;3914;3918;4017;4314;4318;4322;5033;5034;5339;5351;5352;57642;64175;7092;7093;7373;7837;80781;84171;84570;84695;85301;8974;8985;9509	COL1A2;COL24A1;COL6A5;COL4A4;P4HB;COL4A1;COL14A1;COL25A1;COL16A1;COL27A1;COL4A6;COLGALT2;COL11A2;COL5A2;COL15A1;COL6A6;COL28A1;COL9A3;TLL2;MMP9;PLOD3;COL12A1;COL7A1;TLL1;ITGB4;LAMA3;LAMC2;COL6A2;COL17A1;PLEC;COL18A1;LAMB3;ADAMTS2;P3H3;COL9A1;LOXL2;MMP13;LOXL4;ADAMTS14;P4HA3;COL22A1;PLOD1;MMP3;COL3A1;PXDN;ITGA6;COL20A1;LOXL3;P4HA1;PLOD2;P4HA2;CRTAP;P3H1;COL5A1;COL11A1
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-5620912	98	58	34.88922581256515	1.6624043282471357	1.5189426865180877e-6	8.749109874344185e-4	10142;10733;10806;11190;11258;115106;117177;132320;146057;1778;22832;22897;22994;22995;23322;23332;23354;26005;26123;261734;27077;3320;347240;4751;4867;5108;51134;5116;51259;54801;54806;54903;54930;55125;55722;55755;5577;57545;7846;79441;79598;79600;79867;79959;80184;80254;80321;84131;8481;84902;85302;91147;95681;9657;9662;9738;9793;9814	PCNT;TMEM67;C2CD3;CLASP1;CEP135;CEP63;FBF1;DYNC1H1;SFI1;CEP290;TCTN1;HAUS4;CEP76;CEP192;RPGRIP1L;CEP152;CEP41;CEP164;CEP70;CEP89;CEP250;RAB3IP;AKAP9;CC2D2A;NPHP4;CEP162;SDCCAG8;CDK5RAP2;CEP131;CEP78;PRKAR2B;HAUS1;TCTN2;CKAP5;CEP97;KIF24;HAUS5;CCP110;MKS1;NEK2;TCTN3;AHI1;DCTN3;NPHP1;PCM1;TMEM216;B9D1;TUBA1A;CEP72;OFD1;HAUS3;SCLT1;IQCB1;CEP83;HSP90AA1;TTBK2;PLK4;HAUS6
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	http://reactome.org/PathwayBrowser/#/R-HSA-1650814	67	42	23.852838055529237	1.7607967614681448	5.503559504127509e-6	0.0023775377057830838	10491;10536;1278;1281;1282;1286;1288;1289;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;140766;169044;23127;255631;256076;283208;340267;5033;5034;5351;5352;57642;64175;7092;7093;7373;80781;84570;85301;8974;8985;9509	COL1A2;COL24A1;COL6A5;COL4A4;P4HB;COL4A1;COL14A1;COL25A1;COL16A1;COL27A1;COL4A6;COLGALT2;COL11A2;COL5A2;COL15A1;COL6A6;COL28A1;COL9A3;TLL2;PLOD3;COL12A1;COL7A1;TLL1;COL6A2;COL17A1;COL18A1;ADAMTS2;P3H3;COL9A1;ADAMTS14;P4HA3;COL22A1;PLOD1;COL3A1;COL20A1;P4HA1;PLOD2;P4HA2;CRTAP;P3H1;COL5A1;COL11A1
R-HSA-6794362	Protein-protein interactions at synapses	http://reactome.org/PathwayBrowser/#/R-HSA-6794362	87	51	30.973088221358857	1.6465907317834294	9.406138326228941e-6	0.0032507614055447224	10313;114798;1739;1741;2035;2036;2037;22839;22941;2319;26037;26280;2892;2893;2902;2903;2904;2905;2906;2911;2915;321;341359;3556;4916;50944;54413;55327;57497;57596;57669;5789;5792;5802;58512;6804;80059;81858;84189;84631;8496;8499;85358;8541;8573;91683;9229;9378;9379;94030;9454	SHANK1;GRM5;DLG1;NRXN1;BEGAIN;SLITRK6;SLITRK2;DLG3;IL1RAP;SIPA1L1;EPB41L1;SHANK3;PTPRS;GRIN2D;NRXN2;DLGAP3;GRIA3;RTN3;PTPRF;CASK;LIN7C;GRIA4;PTPRD;GRIN2C;SHANK2;PPFIA3;SLITRK1;EPB41L2;GRIN2A;IL1RAPL2;GRIN2B;STX1A;SYT10;EPB41L5;LRRC4B;FLOT2;PPFIA2;LRFN2;LRRTM4;HOMER3;GRM1;SYT12;APBA2;EPB41;GRIN1;SHARPIN;PPFIBP1;DLGAP1;DLGAP4;NLGN3;NTRK3
R-HSA-3000178	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178	76	45	27.056950630152564	1.663158595183727	2.1878347072679105e-5	0.006300963956931582	1278;1281;1282;1286;1288;1289;1290;1292;1297;1299;1311;131873;1462;1463;1634;1834;2335;256076;284217;3371;351;3685;3687;3693;3694;375790;3908;3909;3910;3911;3912;3913;3915;4038;4146;4148;4593;4684;5054;54829;5802;633;63923;8516;8785	COL1A2;LAMB2;COL6A5;COL4A4;COL4A1;ITGB5;AGRN;LAMA2;COL4A6;COL5A2;COL6A6;COL9A3;LAMA1;DCN;PTPRS;SERPINE1;LAMA4;ITGB6;FN1;TNN;VCAN;TNC;NCAN;LAMA5;LRP4;LAMA3;ITGAV;ITGAX;COL6A2;NCAM1;DSPP;MATN1;LAMB1;COL9A1;MUSK;MATN4;MATN3;APP;COL3A1;ITGA8;BGN;COMP;ASPN;COL5A1;LAMC1
R-HSA-5693537	Resolution of D-Loop Structures	http://reactome.org/PathwayBrowser/#/R-HSA-5693537	34	24	12.104425281910359	1.9827459330817765	3.4167891782121984e-5	0.008434588142786685	10111;10524;10635;146956;1763;197342;23514;348654;4361;4683;472;51750;580;5890;5892;641;672;675;7156;79728;80198;83990;84464;9156	SPIDR;RAD51B;PALB2;SLX4;BLM;RTEL1;NBN;BRCA1;MRE11;RAD50;BRIP1;DNA2;BARD1;BRCA2;ATM;EXO1;RAD51D;EME1;KAT5;RAD51AP1;MUS81;TOP3A;GEN1;EME2
R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090	61	37	21.716763005780347	1.703752994410434	5.619360367981052e-5	0.012137818394839073	1278;1281;1282;1286;1288;1289;1290;1292;1294;1297;1299;1301;1302;1303;1306;1308;131873;255631;256076;3655;3691;3909;3914;3918;4017;4314;4318;4322;5339;7092;7093;7373;7837;80781;84171;84695;85301	COL1A2;COL24A1;COL6A5;COL4A4;COL4A1;COL14A1;COL27A1;COL4A6;COL11A2;COL5A2;COL15A1;COL6A6;COL9A3;TLL2;MMP9;COL12A1;COL7A1;TLL1;ITGB4;LAMA3;LAMC2;COL6A2;COL17A1;PLEC;COL18A1;LAMB3;COL9A1;LOXL2;MMP13;LOXL4;MMP3;COL3A1;PXDN;ITGA6;LOXL3;COL5A1;COL11A1
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	http://reactome.org/PathwayBrowser/#/R-HSA-5693568	33	23	11.748412773618877	1.9577112622095318	6.868795899239721e-5	0.013188088126540265	10111;10524;10635;146956;1763;197342;23514;348654;4361;4683;472;580;5890;5892;641;672;675;7156;79728;80198;83990;84464;9156	SPIDR;RAD51B;PALB2;SLX4;BLM;NBN;BRCA1;MRE11;RAD50;BRIP1;DNA2;BARD1;BRCA2;ATM;EXO1;RAD51D;EME1;KAT5;RAD51AP1;MUS81;TOP3A;GEN1;EME2
R-HSA-8957275	Post-translational protein phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-8957275	108	58	38.44935089547996	1.5084780015575863	8.42575731986317e-5	0.014559708648723559	1000;10117;10130;10970;1114;1356;1435;1462;147111;174;197;213;2153;2200;2243;2266;2335;2519;258;3270;334;3371;338;3486;351;3698;375056;3827;3895;3912;3913;3915;4052;4148;4221;4240;4241;5034;51156;51280;5265;54757;5589;5624;56955;5768;57719;6694;6696;7018;7466;7857;80341;813;8404;8720;91851;9210	MELTF;FBN1;CDH2;ANO8;FGG;FGA;LAMB2;BPIFB2;P4HB;APOB;SERPINA1;CHGB;TF;CHRDL1;FN1;VCAN;TNC;KTN1;PRKCSH;CP;BMP15;HRC;ENAM;LTBP1;MEN1;GOLM1;CKAP4;SERPINA10;FUCA2;ITIH2;SPARCL1;MEPE;MIA3;ALB;CSF1;AFP;F5;LAMB1;FAM20A;SPP1;MATN3;MFGE8;MBTPS1;APP;PDIA6;AHSG;AMBN;NOTUM;KNG1;QSOX1;IGFBP3;SPP2;SCG2;APLP2;CALU;WFS1;PROC;LAMC1
R-HSA-5685942	HDR through Homologous Recombination (HRR)	http://reactome.org/PathwayBrowser/#/R-HSA-5685942	67	39	23.852838055529237	1.6350255642204201	1.2791532256839488e-4	0.01725943929133951	10111;10524;10635;10714;11073;1111;144715;146956;1763;197342;23514;348654;4361;4683;472;51426;51750;5424;5426;5427;5429;545;580;5810;5884;5890;5892;5981;6119;641;672;675;7156;79728;80198;83990;84126;84464;9156	TOPBP1;SPIDR;POLH;POLD3;RAD51B;PALB2;SLX4;BLM;RTEL1;NBN;BRCA1;RPA3;MRE11;RAD1;RAD50;RFC1;BRIP1;DNA2;BARD1;BRCA2;POLD1;ATM;ATRIP;EXO1;POLE;RAD51D;POLK;RAD9B;RAD17;EME1;KAT5;POLE2;RAD51AP1;MUS81;ATR;TOP3A;GEN1;EME2;CHEK1
R-HSA-3000157	Laminin interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000157	30	21	10.680375248744433	1.9662230503060953	1.298453187427162e-4	0.01725943929133951	10319;1282;1286;1288;1294;22795;284217;3655;3672;3685;3691;3908;3909;3910;3911;3912;3913;3914;3915;3918;80781	LAMB2;COL4A4;COL4A1;LAMA2;COL4A6;NID2;ITGA1;LAMA1;LAMA4;COL7A1;LAMA5;ITGB4;LAMC3;LAMA3;ITGAV;LAMC2;COL18A1;LAMB3;LAMB1;ITGA6;LAMC1
R-HSA-8874081	MET activates PTK2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8874081	30	21	10.680375248744433	1.9662230503060953	1.298453187427162e-4	0.01725943929133951	10319;1278;1281;1289;1290;1301;1302;2335;255631;284217;3908;3909;3910;3911;3912;3913;3914;3915;3918;4233;85301	COL1A2;COL24A1;LAMB2;LAMA2;COL27A1;COL11A2;COL5A2;LAMA1;MET;LAMA4;FN1;LAMA5;LAMC3;LAMA3;LAMC2;LAMB3;LAMB1;COL3A1;COL5A1;LAMC1;COL11A1
R-HSA-1474228	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228	140	71	49.841751160807355	1.4245085364462526	1.6060638339920885e-4	0.019823416465273778	101;10753;11095;11096;11131;11132;1278;1281;1282;1286;1288;1289;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;147968;1511;1513;1634;164656;170690;170692;2;2200;2201;2335;256076;388743;3909;3911;3912;3914;3915;3918;4312;4314;4317;4318;4320;4321;4322;4327;440854;5045;5340;5663;56999;6650;6696;6868;7092;7093;7373;80274;80781;825;831;84570;85007;8751;9510;999	SCUBE1;ADAMTS9;COL1A2;FBN1;COL6A5;A2M;PSEN1;COL4A4;COL4A1;COL14A1;COL25A1;COL16A1;COL4A6;COL11A2;COL5A2;COL15A1;COL6A6;CAPN14;COL9A3;TLL2;CTSG;MMP9;CAPN15;DCN;COL12A1;COL7A1;FN1;MMP8;PLG;TLL1;CDH1;LAMA5;ADAMTS8;CAPN9;LAMA3;CAPN11;LAMC2;FURIN;COL6A2;CAPN10;CTSK;ADAMTS16;ADAM8;COL17A1;CAST;PHYKPL;COL18A1;LAMB3;CAPN8;LAMB1;CAPN3;COL9A1;SPP1;MMP13;FBN2;ADAM17;ADAMTS1;ADAMTS5;MMP11;ADAM15;MMP3;COL3A1;TMPRSS6;MMP19;MMP1;ADAMTS18;CAPN12;MMP12;COL5A1;LAMC1;COL11A1
R-HSA-8875878	MET promotes cell motility	http://reactome.org/PathwayBrowser/#/R-HSA-8875878	41	26	14.596512839950726	1.7812473626466367	2.5944636192276604e-4	0.029224987064105257	10319;1278;1281;1289;1290;1301;1302;2335;2549;255631;284217;2889;3908;3909;3910;3911;3912;3913;3914;3915;3918;4233;64759;84951;85301;85440	COL1A2;COL24A1;LAMB2;LAMA2;COL27A1;COL11A2;COL5A2;LAMA1;MET;GAB1;LAMA4;FN1;LAMA5;TNS4;LAMC3;LAMA3;TNS3;LAMC2;LAMB3;LAMB1;DOCK7;COL3A1;RAPGEF1;COL5A1;LAMC1;COL11A1
R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	http://reactome.org/PathwayBrowser/#/R-HSA-5083635	37	24	13.172462806784802	1.8219827493183893	2.706017320750487e-4	0.029224987064105257	11095;11096;11173;11174;140766;170689;170690;170691;170692;171019;221981;5199;54507;55901;56999;57188;7058;80070;81792;9037;92949;9509;9510;9719	ADAMTS9;ADAMTS20;THBS2;ADAMTSL2;ADAMTS6;ADAMTS8;ADAMTS7;ADAMTS17;THSD7A;ADAMTS16;ADAMTS12;ADAMTSL3;ADAMTS15;ADAMTSL1;ADAMTS2;SEMA5A;THSD1;ADAMTS14;ADAMTS1;ADAMTS5;CFP;ADAMTS19;ADAMTS18;ADAMTSL4
R-HSA-216083	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083	85	46	30.261063204775894	1.5201052153626955	3.5082694238708356e-4	0.035660526849698844	1278;1281;1282;1286;1288;1289;1290;1292;1294;1297;1299;1307;1311;131873;2200;2243;2244;2266;2335;256076;3371;3383;3385;3655;3672;3676;3681;3682;3684;3685;3687;3689;3693;3694;3695;3696;375790;3791;50848;5175;6696;7450;80781;8515;8516;999	ITGB2;COL1A2;FBN1;ITGAM;FGG;FGA;COL6A5;ICAM3;COL4A4;COL4A1;ITGB5;AGRN;ITGAE;COL16A1;COL4A6;COL5A2;COL6A6;ITGA1;COL9A3;VWF;COL7A1;ITGB6;FN1;CDH1;TNC;KDR;ITGAV;ITGB7;ITGAX;COL6A2;ITGAD;COL18A1;COL9A1;ITGA4;SPP1;ITGA10;ICAM1;PECAM1;COL3A1;ITGA8;FGB;ITGA6;COMP;F11R;ITGB8;COL5A1
R-HSA-8948216	Collagen chain trimerization	http://reactome.org/PathwayBrowser/#/R-HSA-8948216	44	27	15.66455036482517	1.7236370895540445	4.3108500718846976e-4	0.04065505826010301	1278;1281;1282;1286;1288;1289;1290;1292;1294;1297;1299;1301;1302;1303;1306;1307;1308;131873;169044;255631;256076;340267;57642;7373;80781;84570;85301	COL1A2;COL24A1;COL6A5;COL4A4;COL4A1;COL14A1;COL25A1;COL16A1;COL27A1;COL4A6;COL11A2;COL5A2;COL15A1;COL6A6;COL28A1;COL9A3;COL12A1;COL7A1;COL6A2;COL17A1;COL18A1;COL9A1;COL22A1;COL3A1;COL20A1;COL5A1;COL11A1
R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	http://reactome.org/PathwayBrowser/#/R-HSA-381426	125	63	44.50156353643514	1.4156805962203884	4.555307861602298e-4	0.04065505826010301	1000;10117;10130;10970;1114;1356;1435;1462;147111;1511;174;197;213;2153;2200;2243;2266;2335;2519;258;2999;3270;334;3371;338;3486;351;3698;375056;3827;3895;3912;3913;3915;4052;4148;4221;4240;4241;4312;5034;5069;51156;51280;5265;5340;54757;5589;5624;56955;5768;57719;6694;6696;7018;7466;7857;80341;813;8404;8720;91851;9210	MELTF;FBN1;CDH2;ANO8;FGG;FGA;LAMB2;BPIFB2;P4HB;APOB;SERPINA1;CHGB;TF;CTSG;GZMH;CHRDL1;FN1;PLG;VCAN;TNC;KTN1;PRKCSH;CP;BMP15;HRC;ENAM;LTBP1;MEN1;GOLM1;CKAP4;SERPINA10;FUCA2;ITIH2;SPARCL1;MEPE;MIA3;ALB;PAPPA;CSF1;AFP;F5;LAMB1;FAM20A;SPP1;MATN3;MFGE8;MBTPS1;APP;PDIA6;AHSG;AMBN;NOTUM;KNG1;QSOX1;IGFBP3;SPP2;SCG2;APLP2;MMP1;CALU;WFS1;PROC;LAMC1
R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	http://reactome.org/PathwayBrowser/#/R-HSA-5173214	38	24	13.528475315076282	1.7740358348626424	4.8760148962978533e-4	0.04065505826010301	11095;11096;11173;11174;140766;170689;170690;170691;170692;171019;221981;5199;54507;55901;56999;57188;7058;80070;81792;9037;92949;9509;9510;9719	ADAMTS9;ADAMTS20;THBS2;ADAMTSL2;ADAMTS6;ADAMTS8;ADAMTS7;ADAMTS17;THSD7A;ADAMTS16;ADAMTS12;ADAMTSL3;ADAMTS15;ADAMTSL1;ADAMTS2;SEMA5A;THSD1;ADAMTS14;ADAMTS1;ADAMTS5;CFP;ADAMTS19;ADAMTS18;ADAMTSL4
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	http://reactome.org/PathwayBrowser/#/R-HSA-5693554	26	18	9.25632521557851	1.9446162035994345	4.940718885776407e-4	0.04065505826010301	10111;10524;10635;1763;4361;4683;472;51750;580;5890;5892;641;672;675;7156;79728;83990;9156	RAD51B;PALB2;BLM;RTEL1;NBN;BRCA1;MRE11;RAD50;BRIP1;DNA2;BARD1;BRCA2;ATM;EXO1;RAD51D;KAT5;RAD51AP1;TOP3A
R-HSA-5602498	MyD88 deficiency (TLR2/4)	http://reactome.org/PathwayBrowser/#/R-HSA-5602498	10	9	3.5601250829148112	2.528001064679265	6.209646154370363e-4	0.0487739479761454	10333;114609;4615;695;7096;7097;7099;929;948	TLR6;MYD88;TLR4;CD36;TLR2;CD14;TLR1;BTK;TIRAP
