userId	geneSymbol	geneName	entrezgene	gLink
DHX8	DHX8	DEAH-box helicase 8	1659	https://www.ncbi.nlm.nih.gov/gene/?term=1659
PKD1L1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	168507	https://www.ncbi.nlm.nih.gov/gene/?term=168507
WFDC8	WFDC8	WAP four-disulfide core domain 8	90199	https://www.ncbi.nlm.nih.gov/gene/?term=90199
CACHD1	CACHD1	cache domain containing 1	57685	https://www.ncbi.nlm.nih.gov/gene/?term=57685
NAV3	NAV3	neuron navigator 3	89795	https://www.ncbi.nlm.nih.gov/gene/?term=89795
SYNJ1	SYNJ1	synaptojanin 1	8867	https://www.ncbi.nlm.nih.gov/gene/?term=8867
PAXBP1	PAXBP1	PAX3 and PAX7 binding protein 1	94104	https://www.ncbi.nlm.nih.gov/gene/?term=94104
GART	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618	https://www.ncbi.nlm.nih.gov/gene/?term=2618
IDH3G	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	3421	https://www.ncbi.nlm.nih.gov/gene/?term=3421
LAD1	LAD1	ladinin 1	3898	https://www.ncbi.nlm.nih.gov/gene/?term=3898
STC1	STC1	stanniocalcin 1	6781	https://www.ncbi.nlm.nih.gov/gene/?term=6781
MORC3	MORC3	MORC family CW-type zinc finger 3	23515	https://www.ncbi.nlm.nih.gov/gene/?term=23515
HLCS	HLCS	holocarboxylase synthetase	3141	https://www.ncbi.nlm.nih.gov/gene/?term=3141
SCUBE1	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	80274	https://www.ncbi.nlm.nih.gov/gene/?term=80274
ARHGAP27	ARHGAP27	Rho GTPase activating protein 27	201176	https://www.ncbi.nlm.nih.gov/gene/?term=201176
CES5A	CES5A	carboxylesterase 5A	221223	https://www.ncbi.nlm.nih.gov/gene/?term=221223
ADGRG5	ADGRG5	adhesion G protein-coupled receptor G5	221188	https://www.ncbi.nlm.nih.gov/gene/?term=221188
DRC7	DRC7	dynein regulatory complex subunit 7	84229	https://www.ncbi.nlm.nih.gov/gene/?term=84229
RGS12	RGS12	regulator of G protein signaling 12	6002	https://www.ncbi.nlm.nih.gov/gene/?term=6002
UBASH3A	UBASH3A	ubiquitin associated and SH3 domain containing A	53347	https://www.ncbi.nlm.nih.gov/gene/?term=53347
WDR4	WDR4	WD repeat domain 4	10785	https://www.ncbi.nlm.nih.gov/gene/?term=10785
RRP1B	RRP1B	ribosomal RNA processing 1B	23076	https://www.ncbi.nlm.nih.gov/gene/?term=23076
ITGB2	ITGB2	integrin subunit beta 2	3689	https://www.ncbi.nlm.nih.gov/gene/?term=3689
PCNT	PCNT	pericentrin	5116	https://www.ncbi.nlm.nih.gov/gene/?term=5116
CFAP157	CFAP157	cilia and flagella associated protein 157	286207	https://www.ncbi.nlm.nih.gov/gene/?term=286207
NLRP4	NLRP4	NLR family pyrin domain containing 4	147945	https://www.ncbi.nlm.nih.gov/gene/?term=147945
PCSK7	PCSK7	proprotein convertase subtilisin/kexin type 7	9159	https://www.ncbi.nlm.nih.gov/gene/?term=9159
