geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	301	94	55.933004832748985	1.6805819798360386	5.840709449422832e-8	1.0092745928602653e-4	10319;11096;11132;1278;1281;1282;1285;1296;1299;1302;1306;1307;1308;1311;131873;1462;1463;164656;169044;170690;170692;1834;2;2200;2202;2244;2266;2335;256076;283208;284217;3371;3383;3384;351;3672;3676;3681;3682;3684;3685;3687;3689;3695;3696;375790;3791;3908;3909;3910;3913;3915;3918;4017;4038;4313;4316;4317;4318;4321;4323;4327;440854;4593;4684;5154;5175;5339;5340;55214;56999;57642;649;6650;6868;7040;7087;7093;7373;7450;780;80274;8038;81578;8200;825;831;85007;8516;8728;8785;8985;9378;9508	SCUBE1;ITGB2;ADAMTS9;COL1A2;FBN1;BMP1;COL3A1;COL4A3;COL22A1;ITGAM;FGG;FGB;COL8A2;LAMB2;COL6A5;PHYKPL;A2M;ITGA8;PLEC;NRXN1;TMPRSS6;COL4A1;COL14A1;AGRN;ITGAE;COL16A1;LAMA2;PDGFA;COL11A2;COL15A1;DDR1;MMP2;COL6A6;ITGA1;CAPN14;ICAM1;P3H2;PECAM1;MMP12;CAPN3;COL9A3;TLL2;MMP9;COL20A1;LAMA1;CAPN15;TGFB1;ICAM5;COMP;ITGB8;PLOD3;ICAM2;VWF;LAMA4;ITGA4;EFEMP1;FN1;MMP8;MUSK;PLG;MMP19;MATN4;VCAN;COL21A1;GDF5;TNC;KDR;NCAN;LOXL2;LAMC3;LRP4;ADAM19;LAMC1;LAMA3;MMP7;ITGAV;ITGB7;LAMC2;ITGAX;ADAMTS18;APP;CAPN10;ADAMTS16;ADAM12;NCAM1;P4HA3;ADAM17;COL17A1;DSPP;CAST;ADAMTS5;ADAMTS3;ITGAD;MMP14
R-HSA-382551	Transport of small molecules	http://reactome.org/PathwayBrowser/#/R-HSA-382551	723	183	134.3507059603904	1.3621067242769271	2.074982125233049e-6	0.0017927845562013545	10057;10062;10312;10345;10347;10350;10351;10396;10539;1080;10939;10956;10991;11035;11136;11182;113;11309;114;115019;115111;116519;1179;1187;119;120;121601;122706;123041;126969;133308;133418;1356;140803;148229;1497;153201;159963;1811;196527;197259;2;203859;204962;21;23;23120;23400;23428;23460;24;255231;25769;25800;259232;26154;26291;27032;2793;28231;283375;284129;285175;285195;285335;286256;28965;3069;319;338;344;345;348;3658;389015;3934;3949;3954;4284;4308;4363;444;4547;479;48;480;488;4891;490;51167;51393;51599;5172;5205;5243;5244;53919;540;54407;54795;54822;55013;55107;55117;55244;55283;5577;55911;56301;56302;57101;5715;57181;57194;5720;57205;57380;57552;57578;60482;606495;6248;6262;6263;64078;649;65010;6505;6509;65125;6519;6520;6523;6541;6542;6543;6546;6558;6561;6563;6564;6568;6569;6570;6575;6579;6581;6582;6583;7018;7036;7222;7225;7226;7376;7779;7781;7809;79895;79901;80036;8029;80736;81031;8170;84239;8454;84699;85413;8671;8714;8737;8884;8989;9058;9154;9187;9376;9388;9429;949;9635;9990	ATP13A2;SLC2A6;BSND;SLC9B2;ATP2B1;CYBRD1;SLC6A15;GNGT2;ABCA3;SLC3A2;SCARB1;MLKL;BMP1;SLC20A2;LETM1;SLC30A1;EMB;SLC24A1;ANO5;ADD2;SLC9C1;ATP12A;ATP2A2;SLC26A9;APOF;A2M;ANO6;SLC9A4;SLC26A11;SLC9A9;SLC8A1;SLC4A4;APOBR;CFTR;LCN12;SLC13A1;ATP8B1;SLC36A2;TRDN;CLCNKA;TRPV2;TRPM3;SLC38A3;SLCO1A2;APOB;SLC39A10;SLC22A4;SLC2A10;SLC28A3;ABCB1;ASPH;RYR2;ABCA4;RYR3;SLC44A4;ABCF1;SLC13A2;ATP10A;SLC15A1;RSC1A1;CYB5RL;PSMB11;SLC26A6;APOC2;SLC26A4;SLC26A3;TF;PSME1;SLC7A8;TRPM7;SLC5A1;SLCO4A1;LIPG;NALCN;ABCC1;ATP8B4;TRPA1;FGF21;LSR;TFR2;SLC1A1;CUBN;GLRX3;ABCC3;CLCA1;ATP2C1;APOA5;APOC3;TCIRG1;PSMD9;SLC11A2;SLC22A2;SLC7A9;SLC27A6;ABCC5;SLC30A3;SLC7A2;SLC5A7;HDLBP;NR1H3;SLC1A4;SLC8A2;ATP10B;ABCG2;TRPM6;ADCY7;ACO1;SLC18A1;ATP7B;ATP8A1;MRS2;SLC17A1;CTNS;ATP13A4;TRPV5;SLC22A16;RIPK3;LDLR;APOE;ATP8B3;CP;TRPM4;ANO2;SLC7A10;SLC34A1;NR1H2;ANO1;ATP1A4;SLC14A2;UNC79;TRPM1;SLC38A2;OS9;MIP;IREB2;RIPK1;SLCO2B1;CUL1;TRPC6;SLC44A5;CLCA2;MCOLN3;SLC5A6;SLC3A1;MCUB;TRPC3;MTTP;SLCO1C1;SLC7A1;SLC39A5;SLC24A4;SLC12A6;ABCA8;AFG3L2;SLC39A6;SLC14A1;WNK1;TRPM2;CREB3L3;SLC47A1;SLC44A3;UNC80;ABCA12;NCEH1;ATP10D;SLC22A3;SLC12A2;SLC26A7;ABCA7;LCN2;PRKAR2B;ADD3;SLC5A12;SLC22A8;ANO4;CYB5R4;MCOLN2;ABCA9;ABCA6;SLC24A2;ADCY8;SLC28A1;ABCB4
R-HSA-3295583	TRP channels	http://reactome.org/PathwayBrowser/#/R-HSA-3295583	28	16	5.2030702169999055	3.075107452465943	5.980861557119965e-6	0.0034449762569011	11035;140803;197259;255231;4308;51393;54795;54822;55283;56302;7222;7225;7226;80036;8737;8989	MLKL;TRPV2;TRPM3;TRPM7;TRPA1;TRPM6;TRPV5;RIPK3;TRPM4;TRPM1;RIPK1;TRPC6;MCOLN3;TRPC3;TRPM2;MCOLN2
R-HSA-216083	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083	85	33	15.79503458732114	2.0892641809400967	9.625605359886436e-6	0.00415826151547094	1278;1281;1282;1285;1296;1299;1307;1311;131873;2200;2244;2266;2335;256076;3371;3383;3384;3672;3676;3681;3682;3684;3685;3687;3689;3695;3696;375790;3791;5175;7087;7450;8516	ITGB2;COL1A2;FBN1;COL3A1;COL4A3;ITGAM;FGG;FGB;COL8A2;COL6A5;ITGA8;COL4A1;AGRN;ITGAE;COL16A1;COL6A6;ITGA1;ICAM1;PECAM1;COL9A3;ICAM5;COMP;ITGB8;ICAM2;VWF;ITGA4;FN1;TNC;KDR;ITGAV;ITGB7;ITGAX;ITGAD
R-HSA-425407	SLC-mediated transmembrane transport	http://reactome.org/PathwayBrowser/#/R-HSA-425407	246	72	45.712688335070595	1.5750550366288978	2.5519560418740816e-5	0.008819560080716826	10991;11136;11182;11309;115019;115111;123041;126969;133418;1356;1497;153201;159963;1811;204962;23428;25769;25800;26291;28231;283375;284129;285195;286256;28965;389015;4891;5172;53919;54407;55117;55244;56301;57181;60482;6248;64078;65010;6505;6509;6519;6520;6523;6541;6542;6543;6546;6558;6561;6563;6564;6568;6569;6570;6575;6579;6581;6582;6583;7779;7781;80736;81031;8170;85413;8671;8884;9058;9154;9187;9376;9990	SLC2A6;SLC6A15;SLC3A2;SLC20A2;SLC30A1;EMB;SLC24A1;SLC26A9;SLC9A4;SLC26A11;SLC9A9;SLC8A1;SLC4A4;LCN12;SLC13A1;SLC36A2;SLC38A3;SLCO1A2;SLC39A10;SLC22A4;SLC2A10;SLC28A3;SLC44A4;SLC13A2;SLC15A1;RSC1A1;SLC26A6;SLC26A4;SLC26A3;SLC7A8;SLC5A1;SLCO4A1;FGF21;SLC1A1;SLC11A2;SLC22A2;SLC7A9;SLC27A6;SLC30A3;SLC7A2;SLC5A7;SLC1A4;SLC8A2;SLC18A1;SLC17A1;CTNS;SLC22A16;CP;SLC7A10;SLC34A1;SLC14A2;SLC38A2;SLCO2B1;SLC44A5;SLC5A6;SLC3A1;SLCO1C1;SLC7A1;SLC39A5;SLC24A4;SLC12A6;SLC39A6;SLC14A1;SLC47A1;SLC44A3;SLC22A3;SLC12A2;SLC26A7;SLC5A12;SLC22A8;SLC24A2;SLC28A1
R-HSA-5693537	Resolution of D-Loop Structures	http://reactome.org/PathwayBrowser/#/R-HSA-5693537	34	17	6.318013834928457	2.6907190209077	3.2540317411733355e-5	0.009371611414579206	10111;146956;23514;472;51750;580;5889;5890;641;672;675;7156;7516;79728;83990;84464;9156	SPIDR;EXO1;TOP3A;RAD51B;PALB2;SLX4;XRCC2;BLM;RTEL1;BRCA1;RAD51C;RAD50;BRIP1;BARD1;BRCA2;ATM;EME1
R-HSA-3000178	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178	76	29	14.122619160428314	2.0534434633242973	4.7869722653137714e-5	0.011816982963517424	1278;1281;1282;1285;1299;1311;131873;1462;1463;1834;2335;256076;284217;3371;351;3685;3687;375790;3908;3909;3910;3913;3915;4038;4593;4684;7040;8516;8785	COL1A2;COL3A1;COL4A3;LAMB2;COL6A5;ITGA8;COL4A1;AGRN;LAMA2;COL6A6;COL9A3;LAMA1;TGFB1;COMP;LAMA4;FN1;MUSK;MATN4;VCAN;TNC;NCAN;LRP4;LAMC1;LAMA3;ITGAV;ITGAX;APP;NCAM1;DSPP
R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	http://reactome.org/PathwayBrowser/#/R-HSA-5693554	26	14	4.831422344357055	2.8976974071313695	5.688589991392767e-5	0.012287354381408377	10111;472;51750;580;5889;5890;641;672;675;7156;7516;79728;83990;9156	EXO1;TOP3A;RAD51B;PALB2;XRCC2;BLM;RTEL1;BRCA1;RAD51C;RAD50;BRIP1;BARD1;BRCA2;ATM
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	http://reactome.org/PathwayBrowser/#/R-HSA-5693568	33	16	6.132189898607031	2.609182080880194	8.933146296308259e-5	0.017151640888911857	10111;146956;23514;472;580;5889;5890;641;672;675;7156;7516;79728;83990;84464;9156	SPIDR;EXO1;TOP3A;RAD51B;PALB2;SLX4;XRCC2;BLM;BRCA1;RAD51C;RAD50;BRIP1;BARD1;BRCA2;ATM;EME1
R-HSA-427601	Multifunctional anion exchangers	http://reactome.org/PathwayBrowser/#/R-HSA-427601	9	7	1.6724154268928266	4.185562921411978	1.9179361737720058e-4	0.033141937082780265	115019;115111;159963;1811;284129;5172;65010	SLC26A9;SLC26A11;SLC26A6;SLC26A4;SLC26A3;SLC26A7;SLC5A12
R-HSA-5685942	HDR through Homologous Recombination (HRR)	http://reactome.org/PathwayBrowser/#/R-HSA-5685942	67	25	12.450203733535487	2.0079992693341047	2.356642727909808e-4	0.03459188203896346	10111;11073;146956;23514;472;51426;51750;5426;5429;545;580;5889;5890;5981;6118;641;672;675;7156;7516;79728;83990;84126;84464;9156	TOPBP1;ATRIP;SPIDR;POLH;EXO1;ATR;POLE;TOP3A;RAD51B;PALB2;SLX4;XRCC2;BLM;RTEL1;BRCA1;RAD51C;RAD50;RPA2;POLK;RFC1;BRIP1;BARD1;BRCA2;ATM;EME1
R-HSA-73894	DNA Repair	http://reactome.org/PathwayBrowser/#/R-HSA-73894	316	84	58.72036387757036	1.4305088465585243	2.4022140304835737e-4	0.03459188203896346	10111;10445;10721;10980;11073;124739;142;146956;1643;2067;2073;2074;2177;2178;2187;22909;22976;23514;25;2547;27033;27343;29089;2956;29844;353497;3980;4350;4437;472;4798;4968;51426;51455;51750;5395;5426;5429;5440;545;54617;55183;55215;55775;5591;57697;580;5889;5890;5980;5981;6118;63967;641;64421;64708;672;675;6996;7156;7158;7318;7329;7374;7468;7516;7706;79728;80233;83932;83990;84126;84464;85015;8505;8914;8924;9031;9100;9156;9577;9656;9716;9937	TOPBP1;ATRIP;SPIDR;POLL;COPS6;NFRKB;POLH;UNG;EXO1;ATR;UBE2T;POLE;TOP3A;FANCB;UBA7;RAD51B;RIF1;FAAP100;PALB2;MCRS1;FANCM;SLX4;XRCC6;XRCC2;BLM;FAN1;DCLRE1A;ERCC6;PARG;PRKDC;RTEL1;CLSPN;ABL1;REV3L;BAZ1B;SPRTN;MPG;USP10;UBE2I;ZBTB32;BRCA1;ERCC1;TFPT;RAD51C;NSD2;TIMELESS;FANCE;AQR;MSH3;RAD50;OGG1;MSH6;RPA2;TRIM25;POLK;PMS2;RFC1;USP45;TDP1;HERC2;INO80;POLN;DDB2;POLQ;ERCC5;REV1;BRIP1;MDC1;BARD1;TDG;BRCA2;FANCI;LIG3;PARP1;COPS7B;FANCD2;POLR2K;ATM;DCLRE1C;USP43;EME1;PAXIP1;BABAM2;TP53BP1
R-HSA-4085377	SUMOylation of SUMOylation proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4085377	33	15	6.132189898607031	2.446108200825182	3.622298762102627e-4	0.04680445152799706	10210;10762;23165;23225;23511;23636;4928;55706;55746;5903;7175;7329;8021;81929;9631	NUP133;SEH1L;TOPORS;NUP62;NUP50;NUP188;UBE2I;NUP98;NUP155;NUP214;TPR;NUP210;NDC1;RANBP2;NUP205
R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	http://reactome.org/PathwayBrowser/#/R-HSA-425393	108	35	20.06898512271392	1.7439845505883242	3.861523615400486e-4	0.04680445152799706	10991;11136;115019;115111;123041;1497;153201;159963;1811;23428;25769;284129;285195;389015;5172;54407;55117;56301;65010;6505;6509;6519;6520;6541;6542;6543;6546;6558;6564;6568;6569;6575;8671;9187;9990	SLC6A15;SLC3A2;SLC20A2;SLC24A1;SLC26A9;SLC9A4;SLC26A11;SLC9A9;SLC8A1;SLC4A4;SLC36A2;SLC38A3;SLC15A1;SLC26A6;SLC26A4;SLC26A3;SLC7A8;SLC1A1;SLC7A9;SLC7A2;SLC1A4;SLC8A2;SLC17A1;CTNS;SLC7A10;SLC34A1;SLC38A2;SLC3A1;SLC7A1;SLC24A4;SLC12A6;SLC12A2;SLC26A7;SLC5A12;SLC24A2
R-HSA-8874081	MET activates PTK2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8874081	30	14	5.574718089642755	2.511337752847187	4.062886417360856e-4	0.04680445152799706	10319;1278;1281;1302;2335;284217;3908;3909;3910;3913;3915;3918;4233;5747	COL1A2;COL3A1;PTK2;LAMB2;LAMA2;COL11A2;LAMA1;MET;LAMA4;FN1;LAMC3;LAMC1;LAMA3;LAMC2
R-HSA-2672351	Stimuli-sensing channels	http://reactome.org/PathwayBrowser/#/R-HSA-2672351	109	35	20.254809059035345	1.727984692326046	4.68888278507551e-4	0.04847186067086999	10345;11035;1179;1187;121601;133308;140803;196527;197259;203859;255231;259232;285175;285335;4308;444;51393;54795;54822;55107;55283;56302;57101;57578;6262;6263;65125;7222;7225;7226;7809;80036;8737;8989;9635	BSND;SLC9B2;MLKL;ANO5;SLC9C1;ANO6;TRDN;CLCNKA;TRPV2;TRPM3;ASPH;RYR2;RYR3;TRPM7;NALCN;TRPA1;CLCA1;TRPM6;TRPV5;RIPK3;TRPM4;ANO2;ANO1;UNC79;TRPM1;RIPK1;TRPC6;CLCA2;MCOLN3;TRPC3;WNK1;TRPM2;UNC80;ANO4;MCOLN2
R-HSA-4615885	SUMOylation of DNA replication proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4615885	44	18	8.176253198142708	2.201497380742664	4.768643700259201e-4	0.04847186067086999	10762;23165;23225;23511;23636;3619;4928;55143;55706;55746;5903;7150;7153;7175;7329;8021;81929;9631	NUP133;SEH1L;TOP1;NUP62;NUP50;NUP188;UBE2I;NUP98;NUP155;NUP214;TPR;TOP2A;NUP210;CDCA8;NDC1;INCENP;RANBP2;NUP205
R-HSA-8875878	MET promotes cell motility	http://reactome.org/PathwayBrowser/#/R-HSA-8875878	41	17	7.618781389178433	2.231327968557605	5.650635930132264e-4	0.054246104929269734	10319;1278;1281;1302;2335;2549;284217;2889;3908;3909;3910;3913;3915;3918;4233;5747;64759	COL1A2;COL3A1;PTK2;LAMB2;LAMA2;COL11A2;LAMA1;MET;RAPGEF1;GAB1;LAMA4;FN1;LAMC3;LAMC1;LAMA3;TNS3;LAMC2
