geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-381753	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753	136	4	0.6463000678886626	6.189075630252101	0.00381744973001652	1	219484;219960;256144;26211	OR10Q1;OR2F1;OR4C3;OR5M8
R-HSA-418555	G alpha (s) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418555	270	5	1.2830957230142566	3.896825396825397	0.008656950327646351	1	135;219484;219960;256144;26211	ADORA2A;OR10Q1;OR2F1;OR4C3;OR5M8
R-HSA-372790	Signaling by GPCR	http://reactome.org/PathwayBrowser/#/R-HSA-372790	822	9	3.906313645621181	2.3039624608967677	0.013444248343080778	1	135;219484;219960;256144;26211;4852;5173;79948;9187	ADORA2A;NPY;OR10Q1;OR2F1;OR4C3;OR5M8;PDYN;PLPPR3;SLC24A1
R-HSA-388396	GPCR downstream signalling	http://reactome.org/PathwayBrowser/#/R-HSA-388396	764	8	3.6306856754921926	2.2034405385190725	0.025377334390675466	1	135;219484;219960;256144;26211;4852;5173;9187	ADORA2A;NPY;OR10Q1;OR2F1;OR4C3;OR5M8;PDYN;SLC24A1
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-373076	283	4	1.3448744059742022	2.9742554265522467	0.04444585020862246	1	135;4852;5173;79948	ADORA2A;NPY;PDYN;PLPPR3
R-HSA-2485179	Activation of the phototransduction cascade	http://reactome.org/PathwayBrowser/#/R-HSA-2485179	10	1	0.04752206381534284	21.04285714285714	0.04654177745269383	1	9187	SLC24A1
R-HSA-3214847	HATs acetylate histones	http://reactome.org/PathwayBrowser/#/R-HSA-3214847	76	2	0.36116768499660556	5.537593984962406	0.05036812386258438	1	54934;8464	KANSL2;SUPT3H
R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	http://reactome.org/PathwayBrowser/#/R-HSA-933543	11	1	0.052274270196877116	19.12987012987013	0.05107794026952461	1	57506	MAVS
R-HSA-425561	Sodium/Calcium exchangers	http://reactome.org/PathwayBrowser/#/R-HSA-425561	11	1	0.052274270196877116	19.12987012987013	0.05107794026952461	1	9187	SLC24A1
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://reactome.org/PathwayBrowser/#/R-HSA-198933	78	2	0.37067209775967414	5.395604395604396	0.05275954694331597	1	10666;945	CD226;CD33
R-HSA-1614558	Degradation of cysteine and homocysteine	http://reactome.org/PathwayBrowser/#/R-HSA-1614558	12	1	0.0570264765784114	17.53571428571429	0.05559303333723509	1	23474	ETHE1
R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	http://reactome.org/PathwayBrowser/#/R-HSA-399955	13	1	0.06177868295994569	16.186813186813186	0.060087152145283484	1	23396	PIP5K1C
R-HSA-918233	TRAF3-dependent IRF activation pathway	http://reactome.org/PathwayBrowser/#/R-HSA-918233	13	1	0.06177868295994569	16.186813186813186	0.060087152145283484	1	57506	MAVS
R-HSA-418038	Nucleotide-like (purinergic) receptors	http://reactome.org/PathwayBrowser/#/R-HSA-418038	14	1	0.06653088934147997	15.030612244897961	0.06456039176113615	1	135	ADORA2A
R-HSA-419408	Lysosphingolipid and LPA receptors	http://reactome.org/PathwayBrowser/#/R-HSA-419408	14	1	0.06653088934147997	15.030612244897961	0.06456039176113615	1	79948	PLPPR3
R-HSA-933541	TRAF6 mediated IRF7 activation	http://reactome.org/PathwayBrowser/#/R-HSA-933541	15	1	0.07128309572301425	14.02857142857143	0.06901284683208286	1	57506	MAVS
