geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	301	70	32.51587226381124	2.1527947776417786	2.6053403878734116e-10	4.502028190245255e-7	10319;10536;11095;11096;11132;1281;1282;1285;1286;1289;1292;1297;1306;1307;1308;1463;170690;1758;2;2200;22795;22801;2335;255631;256076;284217;340267;3672;3679;3681;3682;3684;3685;3687;3695;375790;3791;3908;3909;3910;3911;4052;4053;4238;4313;4321;440854;5175;5339;5340;5644;5802;634;63923;6696;7042;7092;7093;7450;780;8038;81578;831;85301;8728;8785;8985;9508;9509;960	FBN1;COL3A1;COL4A3;ITGAM;COL24A1;COL6A5;A2M;PLEC;CEACAM1;COL4A4;COL4A1;AGRN;ITGAE;COL16A1;LAMA2;COL27A1;COL15A1;ADAMTS2;DDR1;MMP2;PRSS1;NID2;ITGA1;CAPN14;COL28A1;PECAM1;MMP12;TGFB2;TLL2;LAMA1;PTPRS;PLOD3;VWF;P3H3;COL9A1;LAMA4;FN1;CD44;SPP1;LTBP2;TNN;PLG;MFAP3;MATN4;TLL1;COL21A1;KDR;NCAN;COL5A1;LAMA5;LTBP1;LAMC3;ADAMTS8;ADAM19;ITGA7;LAMA3;ITGA11;ITGAV;ITGB7;ITGAX;COL6A2;CAPN10;ADAMTS16;ADAM12;COL17A1;DMP1;CAST;ADAMTS5;ADAMTS3;ITGAD
R-HSA-216083	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083	85	26	9.182223064531414	2.8315583075335393	5.204590260987629e-7	4.276667298057646e-4	1281;1282;1285;1286;1289;1292;1297;1307;2200;22801;2335;256076;3672;3679;3681;3682;3684;3685;3687;3695;375790;3791;5175;6696;7450;960	FBN1;COL3A1;COL4A3;ITGAM;COL6A5;COL4A4;COL4A1;AGRN;ITGAE;COL16A1;ITGA1;PECAM1;VWF;COL9A1;FN1;CD44;SPP1;KDR;COL5A1;ITGA7;ITGA11;ITGAV;ITGB7;ITGAX;COL6A2;ITGAD
R-HSA-3000178	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178	76	24	8.209987681228087	2.9232686980609417	7.424769614683413e-7	4.276667298057646e-4	1281;1282;1285;1286;1289;1292;1297;1463;1758;2335;256076;284217;3679;3685;3687;375790;3908;3909;3910;3911;5802;63923;7042;8785	COL3A1;COL4A3;COL6A5;COL4A4;COL4A1;AGRN;LAMA2;TGFB2;LAMA1;PTPRS;COL9A1;LAMA4;FN1;TNN;MATN4;NCAN;COL5A1;LAMA5;ITGA7;LAMA3;ITGAV;ITGAX;COL6A2;DMP1
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	http://reactome.org/PathwayBrowser/#/R-HSA-1650814	67	21	7.237752297924761	2.901453260015711	4.150556535909011e-6	0.0017930404235126929	10536;1281;1282;1285;1286;1289;1292;1297;1306;1307;1308;255631;256076;340267;7092;7093;81578;85301;8985;9508;9509	COL3A1;COL4A3;COL24A1;COL6A5;COL4A4;COL4A1;COL16A1;COL27A1;COL15A1;ADAMTS2;COL28A1;TLL2;PLOD3;P3H3;COL9A1;TLL1;COL21A1;COL5A1;COL6A2;COL17A1;ADAMTS3
R-HSA-3000157	Laminin interactions	http://reactome.org/PathwayBrowser/#/R-HSA-3000157	30	13	3.240784611011087	4.011374269005848	5.234739156145807e-6	0.001809125852363991	10319;1282;1285;1286;22795;284217;3672;3679;3685;3908;3909;3910;3911	COL4A3;COL4A4;COL4A1;LAMA2;NID2;ITGA1;LAMA1;LAMA4;LAMA5;LAMC3;ITGA7;LAMA3;ITGAV
R-HSA-3906995	Diseases associated with O-glycosylation of proteins	http://reactome.org/PathwayBrowser/#/R-HSA-3906995	66	20	7.129726144224391	2.8051568314726207	1.2367955245173867e-5	0.0035619711106100738	11095;11096;145173;170690;170691;221981;29954;4582;4853;4855;5199;55624;56667;57188;80070;81792;92949;9508;9509;9719	ADAMTS20;MUC13;ADAMTSL1;MUC1;B3GLCT;ADAMTSL2;POMGNT1;NOTCH4;ADAMTS2;POMT2;CFP;NOTCH2;ADAMTS8;ADAMTS17;THSD7A;ADAMTS16;ADAMTS12;ADAMTS5;ADAMTS3;ADAMTSL3
R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	http://reactome.org/PathwayBrowser/#/R-HSA-5083635	37	14	3.996967686913674	3.5026552868658127	1.5149347662446466e-5	0.0036802858440285746	11095;11096;145173;170690;170691;221981;5199;57188;80070;81792;92949;9508;9509;9719	ADAMTS20;ADAMTSL1;B3GLCT;ADAMTSL2;ADAMTS2;CFP;ADAMTS8;ADAMTS17;THSD7A;ADAMTS16;ADAMTS12;ADAMTS5;ADAMTS3;ADAMTSL3
R-HSA-419037	NCAM1 interactions	http://reactome.org/PathwayBrowser/#/R-HSA-419037	42	15	4.537098455415522	3.306077694235589	1.703836038902118e-5	0.0036802858440285746	1281;1282;1285;1286;1289;1292;1297;1463;256076;375790;6900;775;776;8911;8913	COL3A1;COL4A3;CACNA1G;COL6A5;CNTN2;COL4A4;COL4A1;AGRN;CACNA1I;COL9A1;NCAN;COL5A1;COL6A2;CACNA1C;CACNA1D
R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	http://reactome.org/PathwayBrowser/#/R-HSA-5173214	38	14	4.104993840614044	3.4104801477377653	2.1621105527280804e-5	0.0037848677698903545	11095;11096;145173;170690;170691;221981;5199;57188;80070;81792;92949;9508;9509;9719	ADAMTS20;ADAMTSL1;B3GLCT;ADAMTSL2;ADAMTS2;CFP;ADAMTS8;ADAMTS17;THSD7A;ADAMTS16;ADAMTS12;ADAMTS5;ADAMTS3;ADAMTSL3
R-HSA-375165	NCAM signaling for neurite out-growth	http://reactome.org/PathwayBrowser/#/R-HSA-375165	63	19	6.805647683123283	2.7917989417989415	2.1903169964643254e-5	0.0037848677698903545	1281;1282;1285;1286;1289;1292;1297;1463;2534;256076;375790;6708;6710;6712;6900;775;776;8911;8913	SPTA1;SPTB;COL3A1;COL4A3;CACNA1G;COL6A5;SPTBN2;CNTN2;COL4A4;COL4A1;AGRN;CACNA1I;FYN;COL9A1;NCAN;COL5A1;COL6A2;CACNA1C;CACNA1D
