userId	geneSymbol	geneName	entrezgene	gLink
DHX8	DHX8	DEAH-box helicase 8	1659	https://www.ncbi.nlm.nih.gov/gene/?term=1659
TMED4	TMED4	transmembrane p24 trafficking protein 4	222068	https://www.ncbi.nlm.nih.gov/gene/?term=222068
COPG2	COPG2	coatomer protein complex subunit gamma 2	26958	https://www.ncbi.nlm.nih.gov/gene/?term=26958
PKD1L1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	168507	https://www.ncbi.nlm.nih.gov/gene/?term=168507
ELK4	ELK4	ELK4, ETS transcription factor	2005	https://www.ncbi.nlm.nih.gov/gene/?term=2005
NPM2	NPM2	nucleophosmin/nucleoplasmin 2	10361	https://www.ncbi.nlm.nih.gov/gene/?term=10361
DMTN	DMTN	dematin actin binding protein	2039	https://www.ncbi.nlm.nih.gov/gene/?term=2039
WFDC8	WFDC8	WAP four-disulfide core domain 8	90199	https://www.ncbi.nlm.nih.gov/gene/?term=90199
CACHD1	CACHD1	cache domain containing 1	57685	https://www.ncbi.nlm.nih.gov/gene/?term=57685
EPB41	EPB41	erythrocyte membrane protein band 4.1	2035	https://www.ncbi.nlm.nih.gov/gene/?term=2035
NAV3	NAV3	neuron navigator 3	89795	https://www.ncbi.nlm.nih.gov/gene/?term=89795
SYNJ1	SYNJ1	synaptojanin 1	8867	https://www.ncbi.nlm.nih.gov/gene/?term=8867
PAXBP1	PAXBP1	PAX3 and PAX7 binding protein 1	94104	https://www.ncbi.nlm.nih.gov/gene/?term=94104
IFNGR2	IFNGR2	interferon gamma receptor 2	3460	https://www.ncbi.nlm.nih.gov/gene/?term=3460
GART	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618	https://www.ncbi.nlm.nih.gov/gene/?term=2618
DONSON	DONSON	downstream neighbor of SON	29980	https://www.ncbi.nlm.nih.gov/gene/?term=29980
IDH3G	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	3421	https://www.ncbi.nlm.nih.gov/gene/?term=3421
HOXB13	HOXB13	homeobox B13	10481	https://www.ncbi.nlm.nih.gov/gene/?term=10481
C1QC	C1QC	complement C1q C chain	714	https://www.ncbi.nlm.nih.gov/gene/?term=714
RUNX1	RUNX1	runt related transcription factor 1	861	https://www.ncbi.nlm.nih.gov/gene/?term=861
