geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-71336	Pentose phosphate pathway	http://reactome.org/PathwayBrowser/#/R-HSA-71336	13	2	0.05001131477709889	39.990950226244344	0.0010911721956049503	0.9689398225590943	23729;2539	G6PD;SHPK
R-HSA-3000480	Scavenging by Class A Receptors	http://reactome.org/PathwayBrowser/#/R-HSA-3000480	17	2	0.06539941163159085	30.581314878892737	0.0018842991991665503	0.9689398225590943	1278;8685	COL1A2;MARCO
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	http://reactome.org/PathwayBrowser/#/R-HSA-392451	23	2	0.08848155691332882	22.603580562659843	0.003455070072507893	0.9689398225590943	10681;146850	GNB5;PIK3R6
R-HSA-6803529	FGFR2 alternative splicing	http://reactome.org/PathwayBrowser/#/R-HSA-6803529	24	2	0.0923285811269518	21.66176470588235	0.0037601093002712638	0.9689398225590943	4686;54845	ESRP1;NCBP1
R-HSA-397795	G-protein beta:gamma signalling	http://reactome.org/PathwayBrowser/#/R-HSA-397795	26	2	0.10002262955419779	19.995475113122172	0.004406416545752245	0.9689398225590943	10681;146850	GNB5;PIK3R6
R-HSA-373080	Class B/2 (Secretin family receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-373080	87	3	0.3346911065852003	8.963488843813387	0.0044232830813004664	0.9689398225590943	10681;1604;9340	CD55;GLP2R;GNB5
R-HSA-114604	GPVI-mediated activation cascade	http://reactome.org/PathwayBrowser/#/R-HSA-114604	30	2	0.11541072640868975	17.32941176470588	0.005841385516558217	0.9689398225590943	1278;146850	COL1A2;PIK3R6
R-HSA-420092	Glucagon-type ligand receptors	http://reactome.org/PathwayBrowser/#/R-HSA-420092	30	2	0.11541072640868975	17.32941176470588	0.005841385516558217	0.9689398225590943	10681;9340	GLP2R;GNB5
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-6785807	101	3	0.3885494455759222	7.721025043680838	0.0067046834136093025	0.9885683210955051	1278;3684;6772	COL1A2;ITGAM;STAT1
R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	http://reactome.org/PathwayBrowser/#/R-HSA-2173782	36	2	0.1384928716904277	14.441176470588236	0.00833894070106056	1	1278;8685	COL1A2;MARCO
R-HSA-202733	Cell surface interactions at the vascular wall	http://reactome.org/PathwayBrowser/#/R-HSA-202733	111	3	0.4270196877121521	7.025437201907789	0.008694216204712113	1	1278;3684;6404	COL1A2;ITGAM;SELPLG
R-HSA-977606	Regulation of Complement cascade	http://reactome.org/PathwayBrowser/#/R-HSA-977606	40	2	0.15388096854491967	12.997058823529411	0.010225836332894311	1	10878;1604	CD55;CFHR3
R-HSA-76002	Platelet activation, signaling and aggregation	http://reactome.org/PathwayBrowser/#/R-HSA-76002	236	4	0.9078977144150261	4.405782652043868	0.012260073611194855	1	10681;1278;135228;146850	CD109;COL1A2;GNB5;PIK3R6
R-HSA-109582	Hemostasis	http://reactome.org/PathwayBrowser/#/R-HSA-109582	519	6	1.9966055668703326	3.005100306018361	0.013125552450815037	1	10681;1278;135228;146850;3684;6404	CD109;COL1A2;GNB5;ITGAM;PIK3R6;SELPLG
R-HSA-166658	Complement cascade	http://reactome.org/PathwayBrowser/#/R-HSA-166658	49	2	0.1885041864675266	10.60984393757503	0.015088699863048616	1	10878;1604	CD55;CFHR3
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1660499	51	2	0.1961982348947726	10.193771626297577	0.016280861690182613	1	146850;22874	PIK3R6;PLEKHA6
R-HSA-186797	Signaling by PDGF	http://reactome.org/PathwayBrowser/#/R-HSA-186797	57	2	0.21928038017651053	9.120743034055728	0.02008972579930457	1	5045;6772	FURIN;STAT1
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	http://reactome.org/PathwayBrowser/#/R-HSA-9006934	419	5	1.6119031455080335	3.1019233469043943	0.020909728997244748	1	1278;4686;5045;54845;6772	COL1A2;ESRP1;FURIN;NCBP1;STAT1
R-HSA-1442490	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490	59	2	0.22697442860375652	8.811565304087736	0.021434715069998278	1	1278;5045	COL1A2;FURIN
R-HSA-1226099	Signaling by FGFR in disease	http://reactome.org/PathwayBrowser/#/R-HSA-1226099	59	2	0.22697442860375652	8.811565304087736	0.021434715069998278	1	4686;6772	NCBP1;STAT1
R-HSA-5654738	Signaling by FGFR2	http://reactome.org/PathwayBrowser/#/R-HSA-5654738	62	2	0.2385155012446255	8.385199240986717	0.02352073764828022	1	4686;54845	ESRP1;NCBP1
R-HSA-5653656	Vesicle-mediated transport	http://reactome.org/PathwayBrowser/#/R-HSA-5653656	609	6	2.342837746096402	2.560996812518111	0.02683097010843538	1	1278;1604;79735;84342;8685;90019	CD55;COG8;COL1A2;MARCO;SYT8;TBC1D17
R-HSA-190236	Signaling by FGFR	http://reactome.org/PathwayBrowser/#/R-HSA-190236	75	2	0.28852681602172436	6.931764705882353	0.033464060683234154	1	4686;54845	ESRP1;NCBP1
R-HSA-216083	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083	80	2	0.30776193708983934	6.4985294117647054	0.037656780516687194	1	1278;3684	COL1A2;ITGAM
R-HSA-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	http://reactome.org/PathwayBrowser/#/R-HSA-77588	10	1	0.03847024213622992	25.994117647058822	0.03782997995390658	1	4686	NCBP1
R-HSA-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	http://reactome.org/PathwayBrowser/#/R-HSA-159782	10	1	0.03847024213622992	25.994117647058822	0.03782997995390658	1	5045	FURIN
R-HSA-425381	Bicarbonate transporters	http://reactome.org/PathwayBrowser/#/R-HSA-425381	10	1	0.03847024213622992	25.994117647058822	0.03782997995390658	1	6521	SLC4A1
R-HSA-9020958	Interleukin-21 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-9020958	10	1	0.03847024213622992	25.994117647058822	0.03782997995390658	1	6772	STAT1
