geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-8953854	Metabolism of RNA	http://reactome.org/PathwayBrowser/#/R-HSA-8953854	619	119	51.419397260273975	2.314301729319142	0	0	10073;10212;10438;10813;10978;11017;1477;1973;1981;220988;22916;22938;23381;23636;24140;24148;25929;27238;27258;27316;2733;2963;29894;3028;3187;3188;3190;3303;3312;339487;3921;4691;5094;51121;51388;51503;51585;51729;5356;5431;5432;5433;5437;54960;55272;5578;5693;5713;57187;5901;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;6418;6428;6432;6626;6627;6629;6633;6635;6829;728343;7311;7529;7884;79670;80153;8175;8270;84271;84321;85437;9045;9589;9775;9877;9883	C1D;CLP1;CPSF1;CSTF1;CWC15;DDX39A;EDC3;EIF4A1;EIF4A3;EIF4G1;FTSJ1;GEMIN5;GEMIN8;GLE1;GPKOW;GTF2F2;HNRNPA3;HNRNPH1;HNRNPH2;HNRNPK;HSD17B10;HSPA1A;HSPA8;IMP3;LAGE3;LSM3;NCBP2;NCL;NIP7;NUP62;NXF2B;PCBP2;PCF11;PLRG1;POLDIP3;POLR2B;POLR2C;POLR2D;POLR2H;POM121;PRKCA;PRPF6;PSMB5;PSMD7;RAN;RBMX;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;SET;SF3A2;SLBP;SMG5;SNRNP27;SNRPA;SNRPA1;SNRPB2;SNRPD2;SNRPE;SNUPN;SNW1;SRSF3;SRSF7;SUPT5H;THOC2;THOC3;TUT7;UBA52;UTP14A;WBP11;WTAP;YWHAB;ZBTB8OS;ZC3H11A;ZCRB1
R-HSA-5663205	Infectious disease	http://reactome.org/PathwayBrowser/#/R-HSA-5663205	343	82	28.492493150684933	2.8779510296391453	0	0	1025;137492;160;163;1794;1938;22916;23636;293;2963;3303;3326;375;3838;3921;4869;51121;5431;5432;5433;5437;5478;5610;5693;5713;5901;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;6829;6872;6873;6875;6924;7251;7311;801;8178;8815;9045;9883	AP2A1;AP2B1;ARF1;BANF1;CALM1;CDK9;DOCK2;EEF2;EIF2AK2;ELL;ELOA;GTF2F2;HSP90AB1;HSPA1A;KPNA2;NCBP2;NPM1;NUP62;POLR2B;POLR2C;POLR2D;POLR2H;POM121;PPIA;PSMB5;PSMD7;RAN;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;SLC25A6;SUPT5H;TAF1;TAF2;TAF4B;TSG101;UBA52;VPS37A
R-HSA-72766	Translation	http://reactome.org/PathwayBrowser/#/R-HSA-72766	252	65	20.933260273972603	3.105106378523265	0	0	1915;1933;1936;1938;1968;1973;1978;1981;1983;3921;51021;51121;51264;51650;54148;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6183;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;6727;7311;8664;8666;9045	EEF1A1;EEF1B2;EEF1D;EEF2;EIF2S3;EIF3D;EIF3G;EIF4A1;EIF4EBP1;EIF4G1;EIF5;MRPL27;MRPL39;MRPS12;MRPS16;MRPS33;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;SRP14;UBA52
R-HSA-376176	Signaling by ROBO receptors	http://reactome.org/PathwayBrowser/#/R-HSA-376176	193	58	16.03221917808219	3.6177150122356356	0	0	1981;22916;23332;387;3921;51121;5217;5578;5693;5713;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;7311;8453;9045;9775	CLASP1;CUL2;EIF4A3;EIF4G1;NCBP2;PFN2;PRKCA;PSMB5;PSMD7;RHOA;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;UBA52
R-HSA-72312	rRNA processing	http://reactome.org/PathwayBrowser/#/R-HSA-72312	186	54	15.450739726027397	3.494978296025194	0	0	10438;10813;3028;3921;4691;51121;51388;55272;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;7311;9045	C1D;HSD17B10;IMP3;NCL;NIP7;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;UBA52;UTP14A
R-HSA-8868773	rRNA processing in the nucleus and cytosol	http://reactome.org/PathwayBrowser/#/R-HSA-8868773	178	53	14.786191780821918	3.584425306098248	0	0	10438;10813;3921;4691;51121;51388;55272;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;7311;9045	C1D;IMP3;NCL;NIP7;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;UBA52;UTP14A
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	http://reactome.org/PathwayBrowser/#/R-HSA-6791226	168	53	13.955506849315068	3.797783955270763	0	0	10438;10813;3921;4691;51121;51388;55272;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;7311;9045	C1D;IMP3;NCL;NIP7;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;UBA52;UTP14A
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	http://reactome.org/PathwayBrowser/#/R-HSA-9010553	151	54	12.543342465753424	4.305072603050901	0	0	1981;22916;3921;51121;5693;5713;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;7311;8453;9045;9775	CUL2;EIF4A3;EIF4G1;NCBP2;PSMB5;PSMD7;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;UBA52
R-HSA-381753	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753	146	51	12.128	4.205145118733509	0	0	119678;119679;119682;119687;119772;119774;120065;120775;120793;120796;196335;219437;219473;219484;219960;255725;26211;26219;26333;26648;26659;282770;283111;338751;340980;341416;390036;390054;390058;390061;390064;390066;390067;390072;390079;390081;390191;390195;390327;390648;390892;392390;401666;442194;4994;4995;79324;81050;81282;81328;8387	OR10AG1;OR10C1;OR10Q1;OR1E1;OR1J4;OR1L6;OR2D3;OR2F1;OR3A1;OR3A2;OR4A15;OR4F6;OR51A4;OR51A7;OR51B6;OR51G1;OR51G2;OR51I2;OR51L1;OR51Q1;OR51V1;OR52A5;OR52B2;OR52B6;OR52D1;OR52E2;OR52E4;OR52E8;OR52H1;OR52J3;OR52K1;OR52K2;OR52L1;OR52M1;OR52N4;OR56A1;OR56A4;OR56B4;OR5AC2;OR5AN1;OR5B12;OR5L1;OR5M8;OR5P2;OR6C2;OR6C70;OR7A10;OR7A17;OR7A5;OR7E24;OR8K3
R-HSA-168254	Influenza Infection	http://reactome.org/PathwayBrowser/#/R-HSA-168254	135	60	11.214246575342466	5.350337144532395	0	0	23636;293;2963;3303;3838;3921;51121;5431;5432;5433;5437;5610;5901;6122;6124;6128;6133;6134;6136;6137;6138;6141;6142;6143;6147;6154;6155;6156;6157;6158;6159;6160;6161;6168;6169;6170;6173;6175;6176;6181;6187;6191;6193;6202;6207;6208;6209;6210;6222;6224;6228;6229;6231;6232;6233;6234;6235;7311;9045;9883	EIF2AK2;GTF2F2;HSPA1A;KPNA2;NUP62;POLR2B;POLR2C;POLR2D;POLR2H;POM121;RAN;RPL10;RPL12;RPL13;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23A;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL36A;RPL37A;RPL38;RPL39;RPL4;RPL6;RPL9;RPLP0;RPLP1;RPLP2;RPS13;RPS14;RPS15;RPS15A;RPS18;RPS2;RPS20;RPS23;RPS24;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS4X;RPS5;RPS8;RPSA;SLC25A6;UBA52
