geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-432142	Platelet sensitization by LDL	http://reactome.org/PathwayBrowser/#/R-HSA-432142	16	2	0.05974202308214528	33.47727272727273	0.001570247608727815	1	338;5321	APOB;PLA2G4A
R-HSA-3000480	Scavenging by Class A Receptors	http://reactome.org/PathwayBrowser/#/R-HSA-3000480	17	2	0.06347589952477936	31.50802139037433	0.0017754638153235636	1	1281;338	APOB;COL3A1
R-HSA-418346	Platelet homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-418346	80	3	0.2987101154107264	10.043181818181818	0.003204581956691488	1	338;5321;6546	APOB;PLA2G4A;SLC8A1
R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	http://reactome.org/PathwayBrowser/#/R-HSA-2173782	36	2	0.13441955193482688	14.878787878787879	0.007868448678815532	1	1281;338	APOB;COL3A1
R-HSA-419037	NCAM1 interactions	http://reactome.org/PathwayBrowser/#/R-HSA-419037	40	2	0.1493550577053632	13.39090909090909	0.009651748750449496	1	1281;4684	COL3A1;NCAM1
R-HSA-109582	Hemostasis	http://reactome.org/PathwayBrowser/#/R-HSA-109582	519	6	1.9378818737270875	3.096163951655281	0.011357180109061282	1	11127;197;338;5321;6546;7450	AHSG;APOB;KIF3A;PLA2G4A;SLC8A1;VWF
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	274	4	1.023082145281738	3.9097544790975447	0.01823625109030269	1	1281;4684;7450;92291	CAPN13;COL3A1;NCAM1;VWF
R-HSA-375165	NCAM signaling for neurite out-growth	http://reactome.org/PathwayBrowser/#/R-HSA-375165	60	2	0.2240325865580448	8.927272727272728	0.02090991389388641	1	1281;4684	COL3A1;NCAM1
R-HSA-3000178	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178	72	2	0.26883910386965376	7.4393939393939394	0.029369979244447286	1	1281;4684	COL3A1;NCAM1
R-HSA-216083	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083	80	2	0.2987101154107264	6.695454545454545	0.03564708620537105	1	1281;7450	COL3A1;VWF
