userId	geneSymbol	geneName	entrezgene	gLink
ACOD1	ACOD1	aconitate decarboxylase 1	730249	https://www.ncbi.nlm.nih.gov/gene/?term=730249
ACOT11	ACOT11	acyl-CoA thioesterase 11	26027	https://www.ncbi.nlm.nih.gov/gene/?term=26027
AHSG	AHSG	alpha 2-HS glycoprotein	197	https://www.ncbi.nlm.nih.gov/gene/?term=197
APOA4	APOA4	apolipoprotein A4	337	https://www.ncbi.nlm.nih.gov/gene/?term=337
APOB	APOB	apolipoprotein B	338	https://www.ncbi.nlm.nih.gov/gene/?term=338
AZIN2	AZIN2	antizyme inhibitor 2	113451	https://www.ncbi.nlm.nih.gov/gene/?term=113451
BCL2L12	BCL2L12	BCL2 like 12	83596	https://www.ncbi.nlm.nih.gov/gene/?term=83596
C2orf78	C2orf78	chromosome 2 open reading frame 78	388960	https://www.ncbi.nlm.nih.gov/gene/?term=388960
CALCOCO2	CALCOCO2	calcium binding and coiled-coil domain 2	10241	https://www.ncbi.nlm.nih.gov/gene/?term=10241
CAPN13	CAPN13	calpain 13	92291	https://www.ncbi.nlm.nih.gov/gene/?term=92291
CARD6	CARD6	caspase recruitment domain family member 6	84674	https://www.ncbi.nlm.nih.gov/gene/?term=84674
CATSPERD	CATSPERD	cation channel sperm associated auxiliary subunit delta	257062	https://www.ncbi.nlm.nih.gov/gene/?term=257062
CEP89	CEP89	centrosomal protein 89	84902	https://www.ncbi.nlm.nih.gov/gene/?term=84902
COL3A1	COL3A1	collagen type III alpha 1 chain	1281	https://www.ncbi.nlm.nih.gov/gene/?term=1281
CTTNBP2	CTTNBP2	cortactin binding protein 2	83992	https://www.ncbi.nlm.nih.gov/gene/?term=83992
DBF4	DBF4	DBF4 zinc finger	10926	https://www.ncbi.nlm.nih.gov/gene/?term=10926
DDIT3	DDIT3	DNA damage inducible transcript 3	1649	https://www.ncbi.nlm.nih.gov/gene/?term=1649
DEFB1	DEFB1	defensin beta 1	1672	https://www.ncbi.nlm.nih.gov/gene/?term=1672
DOK5	DOK5	docking protein 5	55816	https://www.ncbi.nlm.nih.gov/gene/?term=55816
DPY19L3	DPY19L3	dpy-19 like C-mannosyltransferase 3	147991	https://www.ncbi.nlm.nih.gov/gene/?term=147991
DTNB	DTNB	dystrobrevin beta	1838	https://www.ncbi.nlm.nih.gov/gene/?term=1838
EDEM3	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	80267	https://www.ncbi.nlm.nih.gov/gene/?term=80267
EFNA4	EFNA4	ephrin A4	1945	https://www.ncbi.nlm.nih.gov/gene/?term=1945
EIF3G	EIF3G	eukaryotic translation initiation factor 3 subunit G	8666	https://www.ncbi.nlm.nih.gov/gene/?term=8666
FRK	FRK	fyn related Src family tyrosine kinase	2444	https://www.ncbi.nlm.nih.gov/gene/?term=2444
FXYD5	FXYD5	FXYD domain containing ion transport regulator 5	53827	https://www.ncbi.nlm.nih.gov/gene/?term=53827
GSTT2B	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene)	653689	https://www.ncbi.nlm.nih.gov/gene/?term=653689
IL1RL1	IL1RL1	interleukin 1 receptor like 1	9173	https://www.ncbi.nlm.nih.gov/gene/?term=9173
KIF3A	KIF3A	kinesin family member 3A	11127	https://www.ncbi.nlm.nih.gov/gene/?term=11127
KRT16	KRT16	keratin 16	3868	https://www.ncbi.nlm.nih.gov/gene/?term=3868
LTBR	LTBR	lymphotoxin beta receptor	4055	https://www.ncbi.nlm.nih.gov/gene/?term=4055
MAGEB10	MAGEB10	MAGE family member B10	139422	https://www.ncbi.nlm.nih.gov/gene/?term=139422
MLLT3	MLLT3	MLLT3, super elongation complex subunit	4300	https://www.ncbi.nlm.nih.gov/gene/?term=4300
MOGAT3	MOGAT3	monoacylglycerol O-acyltransferase 3	346606	https://www.ncbi.nlm.nih.gov/gene/?term=346606
NAT16	NAT16	N-acetyltransferase 16 (putative)	375607	https://www.ncbi.nlm.nih.gov/gene/?term=375607
NBR1	NBR1	NBR1, autophagy cargo receptor	4077	https://www.ncbi.nlm.nih.gov/gene/?term=4077
NCAM1	NCAM1	neural cell adhesion molecule 1	4684	https://www.ncbi.nlm.nih.gov/gene/?term=4684
NEK10	NEK10	NIMA related kinase 10	152110	https://www.ncbi.nlm.nih.gov/gene/?term=152110
NLRP3	NLRP3	NLR family pyrin domain containing 3	114548	https://www.ncbi.nlm.nih.gov/gene/?term=114548
PHC3	PHC3	polyhomeotic homolog 3	80012	https://www.ncbi.nlm.nih.gov/gene/?term=80012
PLA2G4A	PLA2G4A	phospholipase A2 group IVA	5321	https://www.ncbi.nlm.nih.gov/gene/?term=5321
PODN	PODN	podocan	127435	https://www.ncbi.nlm.nih.gov/gene/?term=127435
PROB1	PROB1	proline rich basic protein 1	389333	https://www.ncbi.nlm.nih.gov/gene/?term=389333
