geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	301	144	92.04273666256042	1.5644906401242835	1.4851619933864413e-10	2.5663599245717705e-7	101;10491;10536;10753;11095;11096;11117;11131;11132;1278;1281;1282;1286;1289;1290;1292;1294;1297;1301;1302;1303;1306;1307;1308;1311;131873;140766;1462;1463;147968;1634;164656;169044;170690;170692;1834;2;2192;2200;2201;2202;2243;2244;22795;2335;255631;256076;283208;284217;3371;3383;3385;340267;351;3655;3672;3676;3681;3682;3684;3685;3687;3689;3691;3693;3695;3696;375790;3791;388743;3908;3909;3910;3911;3912;3913;3914;3915;3918;4017;4038;4052;4053;4054;4146;4148;4236;4312;4314;4317;4318;4320;4321;4322;4327;4593;4684;5033;50848;5175;5339;5351;5352;54829;5578;56999;57642;633;634;6382;63923;64175;6650;6696;6868;7092;7093;7373;7450;7837;80274;8038;80781;825;831;84171;8425;84570;84695;85007;8515;8516;85301;8573;8728;8751;8785;8974;8985;90187;9509;9510;9644;999	SCUBE1;MATN1;ADAMTS9;FBN1;ITGAM;COL6A5;ICAM3;PHYKPL;A2M;PLEC;CEACAM1;COL18A1;ITGAE;COL16A1;LAMA2;COL27A1;LAMB3;CAPN8;COL11A2;COL5A2;COL15A1;ADAMTS2;NID2;COL6A6;ITGA1;LTBP4;LAMB1;CAPN3;TLL2;LAMA1;DCN;PLOD3;SH3PXD2A;VWF;P3H3;COL12A1;COL9A1;COL7A1;ITGA4;FN1;MMP8;SPP1;MUSK;LTBP2;MATN4;TLL1;VCAN;CDH1;TNC;NCAN;LAMA5;MATN3;ITGB4;LTBP1;LOXL2;LRP4;ADAMTS8;ADAM19;CAPN9;LAMA3;CAPN11;MMP13;LOXL4;ADAMTS14;ITGAV;FBN2;ITGB7;LAMC2;ITGAX;APP;CAPN10;ITGA10;ADAMTS16;ADAM12;NCAM1;P4HA3;ADAM17;DSPP;CAST;PRKCA;ADAMTS1;ADAMTS5;ITGAD;ITGB2;COL1A2;COL22A1;COL24A1;FBLN1;COL4A4;COL4A1;AGRN;PLOD1;COL25A1;ICAM1;PECAM1;MMP11;COL6A2;ADAM15;MMP3;COL3A1;FGA;ITGA8;TMPRSS6;TNN;MMP19;PXDN;MFAP1;ADAM8;COL17A1;FGB;BGN;ITGB5;MMP1;COL28A1;ITGA6;MMP9;COL20A1;COMP;ASPN;LOXL3;P4HA1;ADAMTS18;PLOD2;F11R;P4HA2;LTBP3;CRTAP;LAMB2;CAPN12;EMILIN3;COL14A1;MMP12;CAPN15;ITGB8;LAMA4;EFEMP1;SDC1;P3H1;KDR;COL5A1;LAMC1;EMILIN1;COL11A1;CASK
R-HSA-1474290	Collagen formation	http://reactome.org/PathwayBrowser/#/R-HSA-1474290	90	51	27.521084051928362	1.8531246772027683	2.3061714138350453e-7	1.9925321015534792e-4	10491;10536;1278;1281;1282;1286;1289;1290;1292;1294;1297;1301;1302;1303;1306;1307;1308;131873;140766;169044;255631;256076;283208;340267;3655;3691;3909;3914;3918;4017;4314;4318;4322;5033;5339;5351;5352;57642;64175;7092;7093;7373;7837;80781;84171;84570;84695;85301;8974;8985;9509	COL6A5;PLEC;COL18A1;COL16A1;COL27A1;LAMB3;COL11A2;COL5A2;COL15A1;ADAMTS2;COL6A6;TLL2;PLOD3;P3H3;COL12A1;COL9A1;COL7A1;TLL1;ITGB4;LOXL2;LAMA3;MMP13;LOXL4;ADAMTS14;LAMC2;P4HA3;COL1A2;COL22A1;COL24A1;COL4A4;COL4A1;PLOD1;COL25A1;COL6A2;MMP3;COL3A1;PXDN;COL17A1;COL28A1;ITGA6;MMP9;COL20A1;LOXL3;P4HA1;PLOD2;P4HA2;CRTAP;COL14A1;P3H1;COL5A1;COL11A1
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-5620912	98	52	29.967402634321996	1.7352187853759413	2.7144950895952036e-6	0.0015635491716068373	10142;10733;10806;11190;11258;115106;132320;146057;1778;22832;22897;22994;22995;23322;23332;23354;26005;26123;261734;27077;3320;347240;4751;4867;5108;51134;5116;51259;54801;54806;54903;54930;55125;55722;55755;57545;7846;79441;79598;79867;80184;80254;80321;8481;84902;85302;91147;9657;9662;9738;9793;9814	PCNT;TMEM67;C2CD3;TCTN2;CEP135;CKAP5;CEP97;CEP63;KIF24;FBF1;DYNC1H1;SFI1;CEP290;HAUS5;CEP192;RPGRIP1L;CCP110;MKS1;CEP152;NEK2;TCTN3;CEP89;CEP250;AKAP9;CC2D2A;NPHP4;CEP162;AHI1;SDCCAG8;CDK5RAP2;DCTN3;CEP131;NPHP1;HAUS1;CLASP1;PCM1;TMEM216;B9D1;TUBA1A;HAUS4;CEP72;OFD1;HAUS3;CEP164;CEP70;SCLT1;IQCB1;CEP83;HSP90AA1;TTBK2;PLK4;HAUS6
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	http://reactome.org/PathwayBrowser/#/R-HSA-1650814	67	38	20.48791812754667	1.8547516523363965	7.648564096074395e-6	0.0033041796895041387	10491;10536;1278;1281;1282;1286;1289;1290;1292;1294;1297;1301;1302;1303;1306;1307;1308;131873;140766;169044;255631;256076;283208;340267;5033;5351;5352;57642;64175;7092;7093;7373;80781;84570;85301;8974;8985;9509	COL6A5;COL18A1;COL16A1;COL27A1;COL11A2;COL5A2;COL15A1;ADAMTS2;COL6A6;TLL2;PLOD3;P3H3;COL12A1;COL9A1;COL7A1;TLL1;ADAMTS14;P4HA3;COL1A2;COL22A1;COL24A1;COL4A4;COL4A1;PLOD1;COL25A1;COL6A2;COL3A1;COL17A1;COL28A1;COL20A1;P4HA1;PLOD2;P4HA2;CRTAP;COL14A1;P3H1;COL5A1;COL11A1
R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090	61	35	18.653179190751445	1.876355748373102	1.2285866755945563e-5	0.004245995550854787	1278;1281;1282;1286;1289;1290;1292;1294;1297;1301;1302;1303;1306;1308;131873;255631;256076;3655;3691;3909;3914;3918;4017;4314;4318;4322;5339;7092;7093;7373;7837;80781;84171;84695;85301	COL6A5;PLEC;COL18A1;COL27A1;LAMB3;COL11A2;COL5A2;COL15A1;COL6A6;TLL2;COL12A1;COL9A1;COL7A1;TLL1;ITGB4;LOXL2;LAMA3;MMP13;LOXL4;LAMC2;COL1A2;COL24A1;COL4A4;COL4A1;COL6A2;MMP3;COL3A1;PXDN;COL17A1;ITGA6;MMP9;LOXL3;COL14A1;COL5A1;COL11A1
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	http://reactome.org/PathwayBrowser/#/R-HSA-5693568	33	22	10.091064152373733	2.1801466790620805	2.0339262536639424e-5	0.005857707610552154	10111;10524;10635;146956;1763;197342;23514;348654;4361;4683;472;580;5892;641;672;675;7156;79728;80198;83990;84464;9156	SPIDR;EXO1;RAD51D;PALB2;SLX4;BLM;BRCA1;BRIP1;BARD1;BRCA2;ATM;EME1;KAT5;RAD51AP1;DNA2;MUS81;TOP3A;GEN1;EME2;NBN;MRE11;RAD50
R-HSA-5693537	Resolution of D-Loop Structures	http://reactome.org/PathwayBrowser/#/R-HSA-5693537	34	22	10.396853975172936	2.116024717913196	4.100460383305027e-5	0.009373304265814397	10111;10524;10635;146956;1763;197342;23514;348654;4361;4683;472;580;5892;641;672;675;7156;79728;80198;83990;84464;9156	SPIDR;EXO1;RAD51D;PALB2;SLX4;BLM;BRCA1;BRIP1;BARD1;BRCA2;ATM;EME1;KAT5;RAD51AP1;DNA2;MUS81;TOP3A;GEN1;EME2;NBN;MRE11;RAD50
R-HSA-3000178	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178	76	40	23.240026532739506	1.7211684308384845	4.799754611783946e-5	0.009373304265814397	1278;1281;1282;1286;1289;1290;1292;1297;1311;131873;1462;1463;1634;1834;2335;256076;284217;3371;351;3685;3687;3693;375790;3908;3909;3910;3911;3912;3913;3915;4038;4146;4148;4593;4684;54829;633;63923;8516;8785	MATN1;COL6A5;LAMA2;COL5A2;COL6A6;LAMB1;LAMA1;DCN;COL9A1;FN1;MUSK;MATN4;VCAN;TNC;NCAN;LAMA5;MATN3;LRP4;LAMA3;ITGAV;ITGAX;APP;NCAM1;DSPP;COL1A2;COL4A4;COL4A1;AGRN;COL6A2;COL3A1;ITGA8;TNN;BGN;ITGB5;COMP;ASPN;LAMB2;LAMA4;COL5A1;LAMC1
R-HSA-8874081	MET activates PTK2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-8874081	30	20	9.173694683976121	2.18014667906208	4.881929305111665e-5	0.009373304265814397	1278;1281;1289;1290;1301;1302;2335;255631;284217;3908;3909;3910;3911;3912;3913;3914;3915;3918;4233;85301	LAMA2;COL27A1;LAMB3;COL11A2;COL5A2;LAMB1;LAMA1;MET;FN1;LAMA5;LAMA3;LAMC2;COL1A2;COL24A1;COL3A1;LAMB2;LAMA4;COL5A1;LAMC1;COL11A1
R-HSA-5602498	MyD88 deficiency (TLR2/4)	http://reactome.org/PathwayBrowser/#/R-HSA-5602498	10	9	3.05789822799204	2.9431980167338083	1.68256211604767e-4	0.024240543056900776	10333;114609;4615;695;7096;7097;7099;929;948	MYD88;TLR6;TLR4;CD36;TLR2;CD14;TLR1;BTK;TIRAP
